Unnamed: 0,college_name,location,course_fees,review,rank,Average Package,Highest Package,Cutoff rank in CSE
0,"IIT Madras - Indian Institute of Technology - [IITM], Chennai","Chennai, Tamil Nadu","₹ 2,09,550",8.7 / 10,#3rd/131  in India   2023,2148000,19800000,144
1,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi","New Delhi, Delhi NCR","₹ 2,54,650",8.7 / 10,#1st/35  in India   2023,1760000,20000000,115
3,"IIT Bombay - Indian Institute of Technology - [IITB], Mumbai","Mumbai, Maharashtra","₹ 2,29,300",8.8 / 10,#2nd/35  in India   2023,2182000,36700000,66
4,"RNS Institute of Technology - [RNSIT], Bangalore","Bangalore, Karnataka","₹ 1,16,765",7.7 / 10,#251th/300  in India   2021,550000,5600000,7554
5,"IIT Kharagpur - Indian Institute of Technology - [IITKGP], Kharagpur","Kharagpur, West Bengal","₹ 2,23,600",8.7 / 10,#4th/35  in India   2023,4565874,26000000,261
6,"Parul University, Vadodara","Vadodara, Gujarat","₹ 1,37,800",8.1 / 10,#99th/147  in India   2019,2600000,2950000,30372
7,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur","Kanpur, Uttar Pradesh","₹ 2,29,200",8.8 / 10,#3rd/35  in India   2023,,19000000,215
8,"IIT Roorkee - Indian Institute of Technology - [IITR], Roorkee","Roorkee, Uttarakhand","₹ 2,30,100",8.7 / 10,#5th/35  in India   2023,2580000,13000000,396
9,"BITS Pilani (Pilani Campus), Pilani","Pilani, Rajasthan","₹ 5,71,575",8.8 / 10,#1st/246  in India   2023,3037000,6075000,375
11,"IIT Guwahati - Indian Institute of Technology - [IITG], Guwahati","Guwahati, Assam","₹ 2,19,250",8.7 / 10,#6th/35  in India   2023,,24000000,601
12,"New Horizon College of Engineering - [NHCE], Bangalore","Bangalore, Karnataka","₹ 10,00,000",8.6 / 10,#151th/200  in India   2023,,3000000,7270
13,"IIT Hyderabad - Indian Institute of Technology - [IITH], Hyderabad","Hyderabad, Telangana","₹ 2,41,550",8.6 / 10,#8th/200  in India   2023,2007000,6378000,604
14,"GSFC University, Vadodara","Vadodara, Gujarat","₹ 1,16,250",8.1 / 10,,,850000,9737
15,"College of Engineering, Anna University - [CEG], Chennai","Chennai, Tamil Nadu","₹ 47,200",8.4 / 10,#12th/131  in India   2023,693000,1264000,193
16,"NIT Trichy, Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 1,78,150",8.4 / 10,#9th/30  in India   2021,,4000000,1147
17,"IIT BHU - Indian Institute of Technology, Varanasi","Varanasi, Uttar Pradesh","₹ 2,28,315",8.5 / 10,#9th/131  in India   2023,3400000,12000000,1010
18,"CMR University - [CMRU], Bangalore","Bangalore, Karnataka","₹ 2,25,000",7.4 / 10,#246th/246  in India   2023,430000,1100000,31107
19,"Institute of Chemical Technology - [ICT], Mumbai","Mumbai, Maharashtra","₹ 89,100",8.6 / 10,#24th/200  in India   2023,500000,1700000,1345
20,"Mody University, Sikar","Sikar, Rajasthan","₹ 2,66,000",8.5 / 10,#17th/20  in India   2021,823000,1300000,33989
21,"IIT Indore - Indian Institute of Technology - [IITI], Indore","Indore, Madhya Pradesh","₹ 2,33,900",8.5 / 10,#14th/200  in India   2023,2545000,6800000,1144
24,"Bennett University, Greater Noida","Greater Noida, Uttar Pradesh","₹ 4,25,000",8.8 / 10,#52th/246  in India   2023,1110000,12000000,45226
25,"ISM Dhanbad - Indian Institute of Technology - [IITISM], Dhanbad","Dhanbad, Jharkhand","₹ 2,40,250",8.5 / 10,#14th/131  in India   2023,1701000,8300000,2862
26,"National Institute of Technology - [NIT], Rourkela","Rourkela, Orissa","₹ 1,78,000",8.3 / 10,#21th/30  in India   2021,2088000,4608000,3369
27,"IIT Bhubaneswar - Indian Institute of Technology - [IITBBS], Bhubaneswar","Bhubaneswar, Orissa","₹ 2,21,290",8.3 / 10,#11th/32  in India   2022,1750000,5575000,2806
28,"Rajiv Gandhi Institute of Petroleum Technology - [RGIPT], Amethi","Amethi, Uttar Pradesh","₹ 2,71,600",8.5 / 10,#79th/200  in India   2023,,2134000,43513
29,"Vellore Institute of Technology - [VIT University], Vellore","Vellore, Tamil Nadu","₹ 1,98,000",8.3 / 10,#4th/218  in India   2021,819000,10200000,5001
30,"East Point Group of Institutions - [EPGI], Bangalore","Bangalore, Karnataka","₹ 2,50,000",7.3 / 10,#46th/196  in India   2021,750000,2500000,31175
31,"Indian Institute of Engineering Science and Technology - [IIEST] Shibpur, Howrah","Howrah, West Bengal","₹ 1,42,000",8.1 / 10,#19th/191  in India   2020,,4500000,10719
32,"IIT Mandi- Indian Institute of Technology - [IITM], Mandi","Mandi, Himachal Pradesh","₹ 2,34,750",8.3 / 10,#12th/35  in India   2023,2523000,6000000,2773
33,"National Institute of Technology - [NITK], Surathkal","Surathkal, Karnataka","₹ 1,57,280",8.5 / 10,#15th/30  in India   2020,1312000,4500000,2212
34,"IIT Patna - Indian Institute of Technology - [IITP], Patna","Patna, Bihar","₹ 2,70,250",8.5 / 10,#11th/35  in India   2023,2930000,8205000,2500
35,"Thapar Institute of Engineering and Technology - [Thapar University], Patiala","Patiala, Punjab","₹ 4,13,600",7.7 / 10,#6th/238  in India   2022,1097000,4000000,1528
36,"IIT Gandhinagar - Indian Institute of Technology - [IITG], Gandhinagar","Gandhinagar, Gujarat","₹ 2,29,426",8.7 / 10,#9th/35  in India   2023,1535000,6200000,1352
37,"NIT Warangal, Warangal","Warangal, Telangana","₹ 2,07,000",8.4 / 10,#40th/254  in India   2020,1729000,8800000,1664
38,"Jamia Millia Islamia University-[JMI], New Delhi","New Delhi, Delhi NCR","₹ 16,150",8.2 / 10,#26th/191  in India   2020,900000,2500000,15487
39,"National Institute of Technology - [NITC], Calicut","Calicut, Kerala","₹ 3,08,255",8.1 / 10,#20th/131  in India   2023,2300000,4700000,4455
40,"IIT Ropar - Indian Institute of Technology - [IITR], Ropar","Ropar, Punjab","₹ 2,22,300",8.8 / 10,#10th/30  in India   2020,2249000,5500000,1763
42,"NIT Silchar, Silchar","Silchar, Assam","₹ 1,54,500",8.2 / 10,#22th/35  in India   2023,1358000,4400000,25022
44,"Malaviya National Institute of Technology - [MNIT], Jaipur","Jaipur, Rajasthan","₹ 1,77,665",8.4 / 10,#15th/35  in India   2023,1243000,6400000,4909
45,"Panjab University - [PU], Chandigarh","Chandigarh, Chandigarh","₹ 1,14,305",7.8 / 10,#101th/200  in India   2023,,745000,57859
46,"Indraprastha Institute of Information Technology - [IIITD], New Delhi","New Delhi, Delhi NCR","₹ 4,62,000",8.7 / 10,#13th/35  in India   2023,2539000,5130000,962
47,"Thiagarajar College of Engineering - [TCE], Madurai","Madurai, Tamil Nadu","₹ 82,000",8.5 / 10,#24th/246  in India   2023,320000,850000,924
48,"Sardar Vallabhbhai National Institute of Technology - [SVNIT], Surat","Surat, Gujarat","₹ 1,69,000",08-Oct,#33th/191  in India   2020,1826000,4400000,6373
49,"Andhra University, College of Engineering - [AUCE], Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 10,000",7.7 / 10,#30th/35  in India   2023,,560000,1627
50,"National Institute of Technology - [NIT], Hamirpur","Hamirpur, Himachal Pradesh","₹ 1,80,200",8.2 / 10,#18th/35  in India   2023,1030000,15100000,10415
52,"Kalasalingam Academy of Research and Education, Krishnankovil","Krishnankovil, Tamil Nadu","₹ 1,20,600",07-Oct,#42th/160  in India   2020,450000,1200000,72913
53,"Maulana Azad National Institute of Technology  - [MANIT], Bhopal","Bhopal, Madhya Pradesh","₹ 1,54,000",08-Oct,#33th/131  in India   2023,1155000,8536000,7952
54,"R V College of Engineering - [RVCE], Bangalore","Bangalore, Karnataka","₹ 13,00,000",7.9 / 10,#7th/246  in India   2023,863000,5200000,373
55,"Ramaiah Institute of Technology - [RIT], Bangalore","Bangalore, Karnataka","₹ 86,226",08-Oct,#6th/246  in India   2023,766000,5000000,1145
56,"International Institute of Information Technology - [IIIT-B], Bangalore","Bangalore, Karnataka","₹ 3,84,000",8.5 / 10,#74th/200  in India   2023,3078000,20200000,8000
57,"National Institute of Technology - [NIT] Meghalaya, Shillong","Shillong, Meghalaya","₹ 1,55,150",7.5 / 10,#25th/32  in India   2022,1041000,3200000,16663
58,"Coimbatore Institute of Technology - [CIT], Coimbatore","Coimbatore, Tamil Nadu","₹ 25,800",7.9 / 10,#101th/200  in India   2023,499000,3305000,1343
59,"BMS College of Engineering - [BMSCE], Bangalore","Bangalore, Karnataka","₹ 3,50,000",8.3 / 10,#5th/246  in India   2023,,4400000,967
60,"National Institute of Technology - [NIT], Agartala","Agartala, Tripura","₹ 1,50,550",8.1 / 10,#26th/35  in India   2023,500000,3600000,16987
61,"College of Engineering, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 50,000",8.4 / 10,#40th/130  in India   2019,,3400000,645
62,"Karunya Institute of Technology and Sciences - [Karunya Deemed University], Coimbatore","Coimbatore, Tamil Nadu","₹ 2,18,500",8.1 / 10,#101th/200  in India   2023,350000,2500000,13394
63,"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi","New Delhi, Delhi NCR","₹ 1,32,000",7.6 / 10,#84th/200  in India   2023,1200000,4500000,15339
64,"National Institute of Technology - [NIT], Raipur","Raipur, Chhattisgarh","₹ 1,40,600",7.7 / 10,#70th/200  in India   2023,,20000000,11011
65,"Indian Institute of Information Technology Design and Manufacturing - [IIITDM], Jabalpur","Jabalpur, Madhya Pradesh","₹ 1,58,940",08-Oct,#97th/200  in India   2023,2163000,4300000,13100
66,"Kumaraguru College of Technology - [KCT], Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,200",8.3 / 10,#101th/200  in India   2023,,1500000,27139
67,"Pondicherry Engineering College - [PEC], Pondicherry","Pondicherry, Puducherry","₹ 1,71,200",7.8 / 10,#151th/200  in India   2023,400000,1000000,37565
68,"Punjab Engineering College University of Technology - [PEC], Chandigarh","Chandigarh, Chandigarh","₹ 2,07,000",08-Oct,#101th/200  in India   2023,,4200000,9240
69,"Siddaganga Institute of Technology - [SIT], Tumkur","Tumkur, Karnataka","₹ 1,15,796",7.8 / 10,#52th/218  in India   2021,850000,4150000,8901
70,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management - [ABVIIITM], Gwalior","Gwalior, Madhya Pradesh","₹ 1,87,250",7.9 / 10,#88th/200  in India   2023,2485000,19500000,5932
71,"Jaypee Institute of Information Technology University - [JIIT], Noida","Noida, Uttar Pradesh","₹ 2,69,500",08-Oct,#27th/246  in India   2023,,4388000,54289
72,"Indian Institute of Information Technology - [IIIT], Allahabad","Allahabad, Uttar Pradesh","₹ 1,04,000",8.6 / 10,#10th/35  in India   2023,1957000,14000000,4817
73,"University College of Engineering, Osmania University - [UCE], Hyderabad","Hyderabad, Telangana","₹ 35,000",8.4 / 10,#22th/30  in India   2020,,2400000,639
74,"Dayalbagh Educational Institute Faculty of Engineering, Agra","Agra, Uttar Pradesh","₹ 51,300",8.2 / 10,#84th/200  in India   2019,490000,1253000,755072
75,"Shri Mata Vaishno Devi University - [SMVDU], Katra","Katra, Jammu and Kashmir","₹ 1,69,000",7.8 / 10,#101th/200  in India   2023,,1020000,49979
76,"National Institute of Technology - [NIT], South Goa","South Goa, Goa","₹ 1,43,200",7.5 / 10,#90th/200  in India   2023,1310000,4400000,9930
77,"Mepco Schlenk Engineering College, Sivakasi","Sivakasi, Tamil Nadu","₹ 1,34,000",8.1 / 10,#91th/246  in India   2023,,2580000,21596
78,"Sri Venkateswara University College of Engineering, Tirupati","Tirupati, Andhra Pradesh","₹ 16,395",7.9 / 10,#89th/200  in India   2019,400000,1407000,28628
79,"Government College of Technology - [GCT], Coimbatore","Coimbatore, Tamil Nadu","₹ 9,180",8.1 / 10,#160th/300  in India   2022,,3470000,2651
80,"Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT], Gandhinagar","Gandhinagar, Gujarat","₹ 1,72,000",8.7 / 10,#134th/300  in India   2022,1606000,5422000,900035
81,"Army Institute of Technology - [AIT], Pune","Pune, Maharashtra","₹ 2,50,520",8.9 / 10,#26th/246  in India   2023,1470000,5200000,50000
82,"Bharati Vidyapeeth Deemed University - [BVDU], Pune","Pune, Maharashtra","₹ 1,57,500",7.7 / 10,#93th/200  in India   2019,500000,1900000,81086
83,"Hindustan Institute of Technology and Science - [HITS], Chennai","Chennai, Tamil Nadu","₹ 2,29,500",6.6 / 10,#46th/246  in India   2023,,1500000,55631
84,"C. V. Raman Global University, Bhubaneswar","Bhubaneswar, Orissa","₹ 1,75,000",7.7 / 10,#100th/200  in India   2023,750000,950000,866000
85,"I.K. Gujral Punjab Technical University - [IKG-PTU], Jalandhar","Jalandhar, Punjab","₹ 96,100",7.4 / 10,#120th/300  in India   2021,,1730000,114126
87,"Kongu Engineering College - [KEC], Erode","Erode, Tamil Nadu","₹ 55,000",8.3 / 10,#58th/246  in India   2023,396000,1250000,26619
88,"Vignan's Foundation for Science, Technology, and Research, Guntur","Guntur, Andhra Pradesh","₹ 1,20,000",8.3 / 10,#102th/246  in India   2023,,700000,10448
89,"B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU], Chennai","Chennai, Tamil Nadu","₹ 85,000",8.4 / 10,#101th/200  in India   2023,520000,2484000,11596
90,"Bannari Amman Institute of Technology - [BIT], Sathyamangalam","Sathyamangalam, Tamil Nadu","₹ 75,000",8.4 / 10,#62th/246  in India   2023,,4400000,7700
91,"Institute of Engineering and Management - [IEM], Kolkata","Kolkata, West Bengal","₹ 1,78,400",08-Oct,#53th/246  in India   2023,400000,7200000,6198
93,"Chaitanya Bharathi Institute of Technology - [CBIT], Hyderabad","Hyderabad, Telangana","₹ 1,40,000",8.2 / 10,#33th/246  in India   2023,,5000000,2246
95,"Veermata Jijabai Technological Institute - [VJTI], Mumbai","Mumbai, Maharashtra","₹ 85,551",7.9 / 10,#26th/130  in India   2019,1140000,8400000,229
96,"JNTUK University College of Engineering, Kakinada, East Godavari","East Godavari, Andhra Pradesh","₹ 10,000",7.9 / 10,#201th/300  in India   2022,,5620000,69827
97,"Graphic Era University, School of Engineering and Technology - [GEU], Dehradun","Dehradun, Uttarakhand","₹ 2,36,400",8.3 / 10,#62th/200  in India   2023,750000,1400000,200000
98,"Dr BR Ambedkar National Institute of Technology - [NIT], Jalandhar","Jalandhar, Punjab","₹ 1,64,000",7.9 / 10,#21th/35  in India   2023,1187000,4400000,13541
99,"GH Raisoni College of Engineering - [GHRCE], Nagpur","Nagpur, Maharashtra","₹ 1,61,330",8.5 / 10,#89th/246  in India   2023,450000,1750000,62236
100,"Mukesh Patel School of Technology Management and Engineering - [MPSTME], Mumbai","Mumbai, Maharashtra","₹ 3,50,000",8.2 / 10,#16th/246  in India   2023,677000,4043000,262340
101,"Sardar Patel Institute of Technology - [SPIT], Mumbai","Mumbai, Maharashtra","₹ 1,72,804",8.1 / 10,#167th/300  in India   2022,1100000,4200000,590
102,"Faculty of Engineering and Technology, Jain University - [FET JU], Bangalore","Bangalore, Karnataka","₹ 2,10,000",8.1 / 10,#37th/246  in India   2023,,3600000,38354
103,"Shri Ramdeobaba College of Engineering and Management - [RCOEM], Nagpur","Nagpur, Maharashtra","₹ 1,65,500",8.1 / 10,#20th/246  in India   2023,550000,2500000,3194
104,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET], Hyderabad","Hyderabad, Telangana","₹ 1,31,000",8.5 / 10,#121th/246  in India   2023,,3150000,2755
105,"National Institute of Food Technology Entrepreneurship and Management - [NIFTEM], Sonepat","Sonepat, Haryana","₹ 2,03,550",8.2 / 10,#151th/200  in India   2023,600000,4400000,75166
106,"Sri Jayachamarajendra College of Engineering - [SJCE], Mysore","Mysore, Karnataka","₹ 4,75,000",8.3 / 10,#120th/200  in India   2019,,4280000,5998
107,"Jaypee University of Information Technology - [JUIT], Solan","Solan, Himachal Pradesh","₹ 2,41,000",08-Oct,#151th/200  in India   2023,567000,3200000,48918
108,"Cochin University of Science and Technology, School of Engineering -[SOE] Thrikkakara, Ernakulam","Ernakulam, Kerala","₹ 86,040",8.2 / 10,#29th/32  in India   2022,,4800000,1030
109,"University Institute of Engineering, Chandigarh University - [UIE], Chandigarh","Chandigarh, Chandigarh","₹ 1,77,000",8.4 / 10,#35th/246  in India   2023,700000,3500000,42025
110,"School of Engineering and Technology, NCU - [SOET], Gurgaon","Gurgaon, Haryana","₹ 2,68,000",8.3 / 10,#117th/200  in India   2019,,4240000,313288
111,"Lovely Professional University - [LPU], Jalandhar","Jalandhar, Punjab","₹ 2,40,000",8.2 / 10,#50th/200  in India   2023,600000,30000000,345225
112,"St. Joseph College Of Engineering, Kanchipuram","Kanchipuram, Tamil Nadu","₹ 60,000",8.3 / 10,#251th/300  in India   2022,,5600000,10914
113,"Saveetha Engineering College - [SEC], Chennai","Chennai, Tamil Nadu","₹ 2,00,000",08-Oct,#78th/200  in India   2020,615000,3400000,33416
115,"Veer Surendra Sai University of Technology - [VSSUT], Burla","Burla, Orissa","₹ 91,280",08-Oct,#101th/200  in India   2023,,1020000,61173
116,"Dayananda Sagar College of Engineering - [DSCE], Bangalore","Bangalore, Karnataka","₹ 91,796",8.1 / 10,#83th/246  in India   2023,650000,3600000,3905
117,"NMAM Institute of Technology - [NMAMIT], Udupi","Udupi, Karnataka","₹ 1,00,000",08-Oct,#139th/246  in India   2023,810000,5300000,3688
118,"National Institute of Technology - [NIT], Jamshedpur","Jamshedpur, Jharkhand","₹ 1,88,000",08-Oct,#37th/130  in India   2019,1472000,7250000,8225
119,"CVR College of Engineering, Ibrahimpatnam, Rangareddy","Rangareddy, Telangana","₹ 1,15,000",8.2 / 10,#60th/246  in India   2023,2100000,3050000,5484
120,"Yeshwantrao Chavan College of Engineering - [YCCE], Nagpur","Nagpur, Maharashtra","₹ 1,63,801",8.2 / 10,#110th/246  in India   2023,600000,2500000,5600
121,"Institute of Technology, Nirma University, Ahmedabad","Ahmedabad, Gujarat","₹ 2,21,200",8.3 / 10,#13th/246  in India   2023,750000,5015000,455
122,"National Institute of Technology - [NITP], Patna","Patna, Bihar","₹ 1,65,700",7.9 / 10,#38th/130  in India   2019,1400000,5200000,6670
123,"Sant Longowal Institute of Engineering and Technology - [SLIET], Sangrur","Sangrur, Punjab","₹ 81,000",7.6 / 10,#151th/200  in India   2023,300000,900000,44677
124,"Sri Ramakrishna Engineering College - [SREC], Coimbatore","Coimbatore, Tamil Nadu","₹ 55,000",8.2 / 10,#59th/131  in India   2023,,2400000,13729
125,"College of Technology,  GB Pant University of Agriculture & Technology, Pantnagar","Pantnagar, Uttarakhand","₹ 65,344",07-Oct,#141th/200  in India   2019,,4800000,22810
126,"Institute of Aeronautical Engineering - [IARE], Hyderabad","Hyderabad, Telangana","₹ 1,01,000",8.2 / 10,#56th/246  in India   2023,550000,2900000,8402
127,"Nitte Meenakshi Institute of Technology - [NMIT], Bangalore","Bangalore, Karnataka","₹ 4,50,000",7.8 / 10,#34th/246  in India   2023,480000,3000000,12687
128,"Sri Venkateswara College of Engineering - [SVCE], Sriperumbudur","Sriperumbudur, Tamil Nadu","₹ 85,200",8.2 / 10,#151th/200  in India   2023,,5800000,3784
130,"Faculty of Technology and Engineering, Maharaja Sayajirao University of Baroda, Vadodara","Vadodara, Gujarat","₹ 7,640",8.1 / 10,#137th/200  in India   2019,635633,3400000,900037
131,"PES University - [PESU], Bangalore","Bangalore, Karnataka","₹ 3,50,000",08-Oct,#101th/200  in India   2023,,4975000,55115
132,"Heritage Institute of Technology - [HIT], Kolkata","Kolkata, West Bengal","₹ 1,16,200",7.9 / 10,#107th/246  in India   2023,400000,1600000,50588
133,"Sri Krishna College of Technology - [SKCT], Coimbatore","Coimbatore, Tamil Nadu","₹ 2,00,000",8.4 / 10,#177th/246  in India   2023,300000,475000,8563
134,"PSNA College of Engineering and Technology, Dindigul","Dindigul, Tamil Nadu","₹ 2,00,000",8.4 / 10,#129th/216  in India   2022,,5600000,31547
135,"BV Raju Institute of Technology - [BVRIT], Hyderabad","Hyderabad, Telangana","₹ 1,20,000",8.5 / 10,#147th/246  in India   2023,,2658000,8485
136,"J.C. Bose University Of Science And Technology, YMCA, Faridabad","Faridabad, Haryana","₹ 1,02,942",7.5 / 10,#101th/200  in India   2023,367000,2875000,45341
138,"National Institute of Technology - [NIT], Imphal","Imphal, Manipur","₹ 1,47,700",7.9 / 10,#95th/200  in India   2023,970000,4700000,21895
139,"Vardhaman College of Engineering - [VCE], Hyderabad","Hyderabad, Telangana","₹ 1,40,000",8.1 / 10,#106th/131  in India   2023,495927,1400000,20342
140,"BMS Institute of Technology and Management - [BMSIT], Bangalore","Bangalore, Karnataka","₹ 2,00,000",08-Oct,#199th/300  in India   2022,,4700000,6456
141,"B. N. M. Institute of Technology - [BNMIT], Bangalore","Bangalore, Karnataka","₹ 8,00,000",7.6 / 10,#100th/246  in India   2023,626000,4000000,13922
142,"KLE Technological University, Hubli","Hubli, Karnataka","₹ 89,473",8.4 / 10,#196th/300  in India   2022,,4300000,49051
143,"RMK Engineering College - [RMKEC], Thiruvallur","Thiruvallur, Tamil Nadu","₹ 55,000",8.1 / 10,#42th/246  in India   2023,304000,4800000,49098
144,"Walchand College of Engineering - [WCE], Sangli","Sangli, Maharashtra","₹ 84,935",8.3 / 10,#201th/300  in India   2022,507000,3700000,60234
145,"MIT World Peace University - [MIT-WPU], Pune","Pune, Maharashtra","₹ 3,10,000",7.8 / 10,#52th/200  in India   2020,700000,5136000,670
146,"Vishwakarma Institute of Information Technology - [VIIT], Pune","Pune, Maharashtra","₹ 1,64,894",7.9 / 10,#92th/218  in India   2021,470000,1500000,2319
147,"Maulana Abul Kalam Azad University of Technology - [MAKAUT], Kolkata","Kolkata, West Bengal","₹ 70,300",7.7 / 10,#101th/200  in India   2023,,5700000,4335
148,"Anurag University, Hyderabad","Hyderabad, Telangana","₹ 2,50,000",7.7 / 10,#135th/246  in India   2023,630000,3850000,12849
149,"Dr. Ambedkar Institute of Technology - [AIT], Bangalore","Bangalore, Karnataka","₹ 30,200",7.3 / 10,#251th/300  in India   2021,,3700000,26777
150,"Indira Gandhi Delhi Technical University For Women -[IGDTUW], New Delhi","New Delhi, Delhi NCR","₹ 88,000",7.8 / 10,#17th/35  in India   2023,1836000,2900000,10672
151,"NIMS University, Jaipur","Jaipur, Rajasthan","₹ 1,50,000",8.6 / 10,#131th/150  in India   2019,450000,1202000,75000
152,"Vels Institute of Science, Technology & Advanced Studies, Chennai","Chennai, Tamil Nadu","₹ 2,87,250",7.8 / 10,#165th/246  in India   2023,550000,800000,50000
153,"Birsa Institute of Technology - [BIT] Sindri, Dhanbad","Dhanbad, Jharkhand","₹ 20,332",7.9 / 10,#251th/300  in India   2022,650000,4400000,1424
154,"Institute of Engineering and Technology - [IET], Lucknow","Lucknow, Uttar Pradesh","₹ 89,775",7.5 / 10,#91th/170  in India   2023,,3600000,44213
155,"Techno India University, Kolkata","Kolkata, West Bengal","₹ 89,200",7.4 / 10,,,2500000,85000
156,"Vishwakarma Institute of Technology, Pune","Pune, Maharashtra","₹ 1,92,044",7.8 / 10,#30th/246  in India   2023,560000,5430000,20209
157,"JECRC University - [JU], Jaipur","Jaipur, Rajasthan","₹ 2,20,000",8.1 / 10,#9th/20  in India   2021,733000,4400000,65000
158,"Birla Institute of Technology and Science - [BITS], Hyderabad","Hyderabad, Telangana","₹ 5,71,575",09-Oct,#47th/166  in India   2023,,10000000,340
159,"Amity University, Mumbai","Mumbai, Maharashtra","₹ 2,84,000",8.5 / 10,#78th/246  in India   2023,600000,4400000,70000
160,"IIT Jammu - Indian Institute of Technology - [IITJ], Jammu","Jammu, Jammu and Kashmir","₹ 2,79,190",8.7 / 10,#67th/200  in India   2023,1800000,5300000,8009
161,"IIT Goa - Indian Institute of Technology - [IITG], Ponda","Ponda, Goa","₹ 2,15,800",8.5 / 10,,1709000,6000000,4232
162,"IIT Dharwad - Indian Institute of Technology - [IITD], Dharwad","Dharwad, Karnataka","₹ 2,41,500",8.8 / 10,#93th/200  in India   2023,,4000000,5978
163,"Sanskriti University - [SU], Mathura","Mathura, Uttar Pradesh","₹ 1,30,000",7.6 / 10,#72th/246  in India   2023,480000,5400000,41672
164,"Adamas University, Kolkata","Kolkata, West Bengal","₹ 1,90,000",7.7 / 10,#86th/166  in India   2023,,4300000,51513
165,"PDM University, Bahadurgarh, Bahadurgarh","Bahadurgarh, Haryana","₹ 1,00,200",6.7 / 10,,460000,5500000,75000
166,"CEPT University, Ahmedabad","Ahmedabad, Gujarat","₹ 3,48,800",8.3 / 10,,,7800000,9000
168,"Mahatma Gandhi Institute of Technology - [MGIT], Hyderabad","Hyderabad, Telangana","₹ 1,45,976",7.9 / 10,#195th/246  in India   2023,426003,7000000,4284
169,"Prasad V. Potluri Siddhartha Institute of Technology - [PVPSIT], Vijayawada","Vijayawada, Andhra Pradesh","₹ 70,000",08-Oct,#140th/246  in India   2023,,6700000,11716
170,"Ganpat University - [GUNI], Mehsana","Mehsana, Gujarat","₹ 1,08,000",8.7 / 10,,309000,1200000,22000
171,"RKDF University, Bhopal","Bhopal, Madhya Pradesh","₹ 55,000",7.6 / 10,#59th/196  in India   2021,340000,1000000,158215
172,"Centurion University of Technology and Management - [CUTM], Bhubaneswar","Bhubaneswar, Orissa","₹ 1,41,750",7.8 / 10,#185th/300  in India   2021,,4600000,45000
173,"SunRise University - [SRU], Alwar","Alwar, Rajasthan","₹ 62,200",7.6 / 10,,220000,3600000,90000
174,"Uttaranchal University, Dehradun","Dehradun, Uttarakhand","₹ 2,44,000",7.6 / 10,,420000,11800000,328128
175,"OPJS University, Churu","Churu, Rajasthan","₹ 64,200",7.6 / 10,,,2200000,250000
176,"IIT Bhilai - Indian Institute of Technology - [IITB], Bhilai","Bhilai, Chhattisgarh","₹ 2,36,000",8.2 / 10,#81th/200  in India   2023,1400000,2743000,5393
177,"Centurion University of Technology and Management - [CUTM], Vizianagaram","Vizianagaram, Andhra Pradesh","₹ 1,25,000",8.1 / 10,,240000,1000000,22634
178,"Centurion University of Technology and Management - [CUTM], Paralkhemundi","Paralkhemundi, Orissa","₹ 1,05,000",8.2 / 10,#201th/300  in India   2022,240000,1000000,22634
179,"RKDF University, Ranchi","Ranchi, Jharkhand","₹ 90,000",08-Oct,,,3700000,65000
180,"GIET University - [GIET], Gunupur","Gunupur, Orissa","₹ 90,000",7.7 / 10,#251th/300  in India   2022,360000,900000,100000
181,"BML Munjal University - [BMU], Gurgaon","Gurgaon, Haryana","₹ 3,00,000",8.1 / 10,,851000,3360000,70000
182,"Banasthali Vidyapith, Jaipur","Jaipur, Rajasthan","₹ 1,39,000",8.5 / 10,#68th/200  in India   2023,360000,520000,50000
183,"Amity University, Jaipur","Jaipur, Rajasthan","₹ 1,52,000",8.1 / 10,#82th/246  in India   2023,512000,4000000,60000
184,"Shoolini University, Solan","Solan, Himachal Pradesh","₹ 2,35,000",8.5 / 10,#101th/200  in India   2023,800000,1800000,65000
185,"Sikkim Manipal University - [SMU], East Sikkim","East Sikkim, Sikkim","₹ 3,25,000",8.1 / 10,,543000,2400000,47593
186,"Monad University, Hapur","Hapur, Uttar Pradesh","₹ 1,51,000",7.8 / 10,,,1050000,75000
187,"Acharya Institute of Technology - [AIT], Bangalore","Bangalore, Karnataka","₹ 91,296",8.1 / 10,#81th/166  in India   2023,700000,2600000,24298
188,"Bangalore Institute of Technology - [BIT], Bangalore","Bangalore, Karnataka","₹ 2,35,000",7.6 / 10,#53th/131  in India   2023,,3750000,10679
189,"International Institute of Information Technology - [IIIT], Bhubaneswar","Bhubaneswar, Orissa","₹ 2,11,200",7.7 / 10,#201th/300  in India   2022,1300000,3900000,28199
