Unnamed: 0,college_name,location,course_fees,review,rank,Average Package,Highest Package,Cutoff rank in CSE
516,"Motihari College of Engineering - [MCE], Motihari","Motihari, Bihar","₹ 1,05,000",07-Oct,,,3400000,179788
517,"Ghani Khan Choudhury Institute Of Engineering and Technology -[GKCIET], Malda","Malda, West Bengal","₹ 27,170",7.9 / 10,,,1140000,469
518,"Greater Noida Institute of Technology (Engineering Institute), Greater Noida","Greater Noida, Uttar Pradesh","₹ 1,49,400",7.6 / 10,#112th/190  in India   2022,500000,1090000,111580
519,"Siksha 'O' Anusandhan University - [SOA], Bhubaneswar","Bhubaneswar, Orissa","₹ 2,35,000",8.5 / 10,#27th/200  in India   2023,630000,1000000,193342
520,"NIILM University, Kaithal","Kaithal, Haryana","₹ 65,000",8.1 / 10,,450000,890000,186041
521,"IEC University Baddi - [ICEU], Solan","Solan, Himachal Pradesh","₹ 1,18,600",8.5 / 10,,400000,900000,198041
522,"Jagdishprasad Jhabarmal Tibrewala University - [JJTU], Jhunjhunu","Jhunjhunu, Rajasthan","₹ 56,000",6.5 / 10,,,850000,145294
523,"Maulana Azad University, Jodhpur","Jodhpur, Rajasthan","₹ 60,500",08-Oct,,350000,1100000,59271
524,"Himalayan University - [HU], Itanagar","Itanagar, Arunachal Pradesh",--,7.7 / 10,,380000,,65628
525,"Shobhit University, Gangoh","Gangoh, Uttar Pradesh","₹ 91,100",6.9 / 10,#119th/160  in India   2023,240000,720000,55471
526,"St.Joseph University, Dimapur","Dimapur, Nagaland","₹ 1,23,000",8.1 / 10,,,1200000,112210
527,"Radha Govind University - [RGU], Ramgarh","Ramgarh, Jharkhand","₹ 60,000",8.5 / 10,,,1160000,79039
528,"Jawaharlal Nehru Engineering College - [JNEC], Aurangabad","Aurangabad, Maharashtra","₹ 1,69,000",8.2 / 10,#168th/238  in India   2022,350000,750000,87206
529,"Mohamed Sathak Engineering College - [MSEC], Ramanathapuram","Ramanathapuram, Tamil Nadu","₹ 60,000",7.3 / 10,,550000,1080000,51667
530,"AVS Engineering College - [AVSEC], Salem","Salem, Tamil Nadu","₹ 70,000",6.8 / 10,,,800000,136833
531,"Ahmedabad Institute of Technology, Ahmedabad","Ahmedabad, Gujarat","₹ 71,000",7.1 / 10,#32th/150  in India   2019,325000,550000,22677
532,"Alagappa Chettiar College of Engineering and Technology, Karaikudi","Karaikudi, Tamil Nadu","₹ 9,440",7.3 / 10,,,1100000,39408
533,"Amritsar College of Engineering and Technology - [ACET], Amritsar","Amritsar, Punjab","₹ 4,03,024",7.4 / 10,,1200000,860000,37865
534,"Anand International College of Engineering, Jaipur","Jaipur, Rajasthan","₹ 85,000",8.1 / 10,,500000,1050000,147590
535,"M H Saboo Siddik College of Engineering - [MHSSCOE], Mumbai","Mumbai, Maharashtra","₹ 1,41,000",6.6 / 10,#97th/162  in India   2020,,850000,165826
536,"Aurangabad College of Engineering - [ACE], Aurangabad","Aurangabad, Maharashtra","₹ 60,500",7.8 / 10,,420000,890000,160464
537,"Drs. Kiran and Pallavi Patel Global University, Vadodara","Vadodara, Gujarat","₹ 1,17,600",7.6 / 10,,420000,998000,180569
538,"Cambridge Institute of Technology - [CIT], Ranchi","Ranchi, Jharkhand","₹ 78,000",6.7 / 10,#122th/216  in India   2022,,1000000,24515
539,"Coimbatore Institute of Engineering and Technology - [CIET], Coimbatore","Coimbatore, Tamil Nadu","₹ 55,000",7.4 / 10,,250000,920000,188504
540,"College of Engineering Thalassery, Kannur","Kannur, Kerala","₹ 54,970",7.4 / 10,,,386000,167044
541,"D. Y. Patil College of Engineering, Pune","Pune, Maharashtra","₹ 1,23,998",7.8 / 10,#44th/246  in India   2023,600000,1100000,48437
542,"Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH], Kolkata","Kolkata, West Bengal","₹ 4,36,403",7.7 / 10,#210th/246  in India   2023,300000,500000,84762
543,"Echelon Institute of Technology, Faridabad","Faridabad, Haryana","₹ 88,000",7.2 / 10,,450000,1800000,33150
544,"Francis Xavier Engineering College, Tirunelveli","Tirunelveli, Tamil Nadu",--,7.8 / 10,#141th/150  in India   2019,,1080000,185380
545,"GITA Autonomous College - [GITA College], Bhubaneswar","Bhubaneswar, Orissa","₹ 1,25,000",8.4 / 10,#201th/300  in India   2022,450000,920000,154539
546,"Global Institute of Technology - [GIT], Jaipur","Jaipur, Rajasthan","₹ 96,043",7.8 / 10,,500000,1000000,90582
547,"Godavari Institute of Engineering and Technology - [GIET] Rajahmundry, East Godavari","East Godavari, Andhra Pradesh","₹ 58,700",7.2 / 10,#201th/300  in India   2022,,,41845
548,"Government College of Engineering - [GCOE], Jalgaon","Jalgaon, Maharashtra","₹ 82,956",6.5 / 10,,500000,3700000,190773
549,"Guru Nanak Dev Engineering College - [GNDEC], Ludhiana","Ludhiana, Punjab","₹ 98,689",7.7 / 10,#50th/246  in India   2023,450000,1000000,75448
550,"IFET College of Engineering - [IFET], Villupuram","Villupuram, Tamil Nadu","₹ 55,000",7.6 / 10,#226th/246  in India   2023,,6200000,111307
551,"KMCT College of Engineering, Kozhikode","Kozhikode, Kerala","₹ 75,000",7.3 / 10,,750000,350000,120458
552,"KPR Institute of Engineering & Technology - [KPRIET], Coimbatore","Coimbatore, Tamil Nadu","₹ 96,900",8.8 / 10,#159th/238  in India   2022,,5900000,56331
553,"Kathir College of Engineering, Coimbatore","Coimbatore, Tamil Nadu","₹ 60,000",8.5 / 10,,650000,3700000,199262
554,"Lakireddy Bali Reddy College of Engineering - [LBRCE], Krishna","Krishna, Andhra Pradesh","₹ 69,700",8.1 / 10,#224th/246  in India   2023,230000,700000,139091
555,"MEA Engineering College- [MEAEC], Malappuram","Malappuram, Kerala","₹ 67,180",8.1 / 10,,,2690000,5928
556,"M. Kumarasamy College of Engineering - [MKCE], Karur","Karur, Tamil Nadu","₹ 2,00,000",8.1 / 10,#158th/246  in India   2023,340000,1700000,59729
557,"Madhav Institute of Technology and Science - [MITS], Gwalior","Gwalior, Madhya Pradesh","₹ 1,04,070",7.5 / 10,#251th/300  in India   2021,,1100000,188908
558,"Mahaveer Institute of Science and Technology- [MIST], Hyderabad","Hyderabad, Telangana","₹ 66,000",7.4 / 10,,450000,3400000,102048
559,"Mailam Engineering College, Villupuram","Villupuram, Tamil Nadu","₹ 50,000",08-Oct,#237th/246  in India   2023,250000,700000,10422
560,"Manakula Vinayagar Institute of Technology - [MVIT], Pondicherry","Pondicherry, Puducherry","₹ 1,07,000",7.4 / 10,#197th/246  in India   2023,460000,1100000,153790
561,"Marthandam College of Engineering and Technology - [MACET], Kanyakumari","Kanyakumari, Tamil Nadu","₹ 55,000",08-Oct,,,,45100
562,"National Institute of Electronics and Information Technology - [NIELIT], Aurangabad","Aurangabad, Maharashtra","₹ 83,250",7.1 / 10,,400000,3580000,168915
563,"PA College of Engineering - [PACE], Mangalore","Mangalore, Karnataka","₹ 1,00,000",7.8 / 10,#90th/200  in India   2020,,2650000,56050
564,"Pranveer Singh Institute of Technology - [PSIT], Kanpur","Kanpur, Uttar Pradesh","₹ 5,40,000",8.2 / 10,#70th/238  in India   2022,760000,2600000,12359
565,"Rajagiri School of Engineering & Technology - [RSET], Kochi","Kochi, Kerala","₹ 87,000",8.2 / 10,#97th/131  in India   2023,,,171910
566,"Sahrdaya College of Engineering  - [SCE] Kodakara, Thrissur","Thrissur, Kerala","₹ 35,000",7.4 / 10,,560000,,116608
567,"Sanjivani College of Engineering Kopargaon, Ahmednagar","Ahmednagar, Maharashtra","₹ 1,51,002",7.9 / 10,#148th/246  in India   2023,,,161539
568,"Saroj Mohan Institute of Technology - [SMIT], Hooghly","Hooghly, West Bengal","₹ 2,95,000",7.5 / 10,,480000,5300000,153157
569,"Seemanta Engineering College, Mayurbhanj","Mayurbhanj, Orissa","₹ 2,20,000",08-Oct,,,4390000,111024
570,"Sengunthar Engineering College, Namakkal","Namakkal, Tamil Nadu","₹ 50,000",8.4 / 10,#236th/246  in India   2023,620000,,154846
571,"Shivani Engineering College - [SEC], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 56,500",7.6 / 10,,,3260000,47236
572,"Sri Venkateshwara College of Engineering - [SVCE], Bangalore","Bangalore, Karnataka","₹ 1,25,000",7.1 / 10,,,4250000,93780
573,"Swami Vivekananda Institute of Technology - [SVIT], Secunderabad","Secunderabad, Telangana","₹ 79,350",6.6 / 10,,220000,400000,106646
574,"TKR College of Engineering and Technology - [TKRCET], Hyderabad","Hyderabad, Telangana","₹ 70,000",7.7 / 10,,860000,,168517
575,"Trinity College of Engineering, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 40,000",7.6 / 10,,,3400000,33107
576,"APS College of Engineering - [APS], Bangalore","Bangalore, Karnataka","₹ 56,000",6.4 / 10,,,6300000,186425
577,"College of Engineering - [COER], Roorkee","Roorkee, Uttarakhand","₹ 1,36,150",8.2 / 10,#49th/166  in India   2023,470000,2800000,130038
578,"Park College of Engineering and Technology - [PCET], Coimbatore","Coimbatore, Tamil Nadu","₹ 87,000",07-Oct,#54th/162  in India   2020,250000,320000,159988
579,"University Institute of Information Technology, Himachal Pradesh University - [UIIT], Shimla","Shimla, Himachal Pradesh","₹ 1,22,010",7.1 / 10,,,,175862
580,"GD Goenka University - [GDGU], Gurgaon","Gurgaon, Haryana","₹ 3,00,000",7.6 / 10,#48th/170  in India   2023,504000,1755000,129425
581,"Government Engineering College, Ajmer","Ajmer, Rajasthan","₹ 70,500",6.7 / 10,,314000,480000,121852
582,"College of Engineering Adoor - [CEA], Pathanamthitta","Pathanamthitta, Kerala","₹ 53,328",7.3 / 10,,,3000000,70794
583,"ITM SLS Baroda University, Vadodara","Vadodara, Gujarat","₹ 98,000",7.9 / 10,,450000,1000000,59125
584,"ISL Engineering College - [ISLEC], Hyderabad","Hyderabad, Telangana","₹ 65,000",08-Oct,,,3260000,19015
585,"College of Engineering - [CEK]  Kidangoor, Kottayam","Kottayam, Kerala","₹ 35,000",7.4 / 10,,,,14928
586,"KLS Gogte Institute of Technology - [KLS GIT], Belgaum","Belgaum, Karnataka","₹ 61,100",7.3 / 10,#40th/246  in India   2023,443000,1260000,94658
587,"Trident Academy of Technology, Bhubaneswar","Bhubaneswar, Orissa","₹ 1,08,300",08-Oct,#142th/246  in India   2023,,4360000,44336
588,"People's University, Bhopal","Bhopal, Madhya Pradesh","₹ 80,000",6.8 / 10,,520000,,128546
589,"Amrita School of Engineering - [ASE], Bangalore","Bangalore, Karnataka","₹ 2,70,000",7.8 / 10,,,3270000,69405
590,"Ganga Group of Institutions - [GGI], New Delhi","New Delhi, Delhi NCR","₹ 78,000",7.9 / 10,,380000,6400000,84107
591,"Cambridge Institute of Technology - [CiTech], Bangalore","Bangalore, Karnataka","₹ 1,50,000",8.1 / 10,#202th/246  in India   2023,590000,3000000,150099
592,"RajaRajeswari College of Engineering - [RRCE], Bangalore","Bangalore, Karnataka","₹ 29,170",6.5 / 10,#142th/150  in India   2019,750000,400000,103622
593,"Sri Manakula Vinayagar Engineering College, Pondicherry","Pondicherry, Puducherry","₹ 59,500",08-Oct,#180th/246  in India   2023,330000,1200000,169654
594,"International Institute of Technology and Management  - [IITM], Sonepat","Sonepat, Haryana","₹ 70,000",5.6 / 10,,,4360000,173396
595,"Maharishi University of Information Technology - [MUIT], Lucknow","Lucknow, Uttar Pradesh","₹ 80,000",7.6 / 10,,,,173324
596,"JNTUH College of Engineering Sultanpur - [JNTUHCES], Sangareddy","Sangareddy, Telangana","₹ 40,500",7.7 / 10,,395777,700000,137586
597,"Vidya Knowledge Park - [VKP], Meerut","Meerut, Uttar Pradesh","₹ 1,02,850",8.1 / 10,,,3400000,33823
598,"Jaypee University Anoopshahr, Bulandshahr","Bulandshahr, Uttar Pradesh","₹ 1,55,000",8.7 / 10,,400000,2300000,27957
599,"Sarala Birla University - [SBU], Ranchi","Ranchi, Jharkhand","₹ 5,22,200",8.1 / 10,,,1200000,36313
600,"Rajkiya Engineering College - [RECK], Kannauj","Kannauj, Uttar Pradesh","₹ 60,500",7.3 / 10,#34th/35  in India   2023,360000,2400000,23806
601,"Career Point University - [CPU], Hamirpur","Hamirpur, Himachal Pradesh","₹ 1,05,000",7.6 / 10,,800000,2500000,107406
602,"Sri Sai University - [SSU], Palampur","Palampur, Himachal Pradesh","₹ 90,900",6.8 / 10,,260000,2400000,9908
603,"Sri Guru Granth Sahib World University - [SGGSWU], Fatehgarh Sahib","Fatehgarh Sahib, Punjab","₹ 1,04,000",8.8 / 10,#251th/300  in India   2022,,2700000,103040
604,"Vinayaka Missions University - [VMU], Salem","Salem, Tamil Nadu","₹ 60,000",8.3 / 10,,450000,4500000,108960
605,"Gopal Narayan Singh University - [GNSU], Sasaram","Sasaram, Bihar","₹ 1,00,000",8.4 / 10,#134th/160  in India   2023,,6300000,198879
606,"Shyam University, Dausa","Dausa, Rajasthan","₹ 80,000",8.5 / 10,,370000,1000000,121390
607,"Kavikulguru Institute of Technology and Science - [KITS], Nagpur","Nagpur, Maharashtra","₹ 1,03,000",7.4 / 10,,230000,280000,63245
608,"Institute of Wood Science and Technology - [IWST], Bangalore Rural","Bangalore Rural, Karnataka",--,8.7 / 10,,,3200000,190202
609,"Stanley College of Engineering and Technology for Women - [SCETW], Hyderabad","Hyderabad, Telangana","₹ 85,000",8.1 / 10,#159th/216  in India   2022,450000,1000000,51836
610,"Aditya Institute of Technology and Management -[AITAM] Tekkali, Srikakulam","Srikakulam, Andhra Pradesh","₹ 72,000",7.3 / 10,#240th/246  in India   2023,,2157000,188626
611,"Anand Engineering College - [AEC], Agra","Agra, Uttar Pradesh","₹ 1,17,625",7.5 / 10,,340000,2700000,158274
612,"Andhra Loyola Institute of Engineering - [ALIET], Vijayawada","Vijayawada, Andhra Pradesh","₹ 50,200",7.6 / 10,#253th/254  in India   2020,,538000,178309
613,"Baba Banda Singh Bahadur Engineering College - [BBSBEC], Fatehgarh Sahib","Fatehgarh Sahib, Punjab","₹ 90,000",8.1 / 10,,500000,4300000,82836
614,"Bangalore College of Engineering and Technology-[BCET], Bangalore","Bangalore, Karnataka","₹ 1,25,000",8.1 / 10,,620000,,161511
615,"Bankura Unnayani Institute of Engineering - [BUIE], Bankura","Bankura, West Bengal","₹ 94,750",7.1 / 10,,,3400000,189538
616,"Buddha Institute of Technology- [BIT], Gorakhpur","Gorakhpur, Uttar Pradesh","₹ 68,057",7.4 / 10,,420000,,141711
617,"Chadalawada Ramanamma Engineering College - [CREC], Tirupati","Tirupati, Andhra Pradesh","₹ 63,000",7.1 / 10,,,3200000,28587
618,"Chettinad College of Engineering and Technology - [CCET], Karur","Karur, Tamil Nadu","₹ 55,000",8.4 / 10,#69th/100  in India   2021,400000,,64405
619,"College of Engineering And Management, Kolaghat, Medinipur","Medinipur, West Bengal","₹ 1,10,700",8.1 / 10,,485000,1300000,21120
620,"DAV Institute of Engineering and Technology - [DAVIET], Jalandhar","Jalandhar, Punjab","₹ 80,750",7.3 / 10,#74th/238  in India   2022,,2018000,30000
621,"Dhanalakshmi Srinivasan Engineering College - [DSEC], Perambalur","Perambalur, Tamil Nadu","₹ 50,000",7.4 / 10,,340000,2100000,157634
622,"Ellenki College of Engineering and Technology - [ECET], Hyderabad","Hyderabad, Telangana","₹ 60,000",7.3 / 10,,,1200000,21022
623,"GKM College of Engineering and Technology - [GKMCET], Chennai","Chennai, Tamil Nadu","₹ 50,000",6.6 / 10,,,2304000,127409
624,"G L Bajaj Institute of Technology and Management, Greater Noida","Greater Noida, Uttar Pradesh",--,7.8 / 10,#32th/246  in India   2023,712000,,175075
625,"Government College of Engineering  - [GCE], Kannur","Kannur, Kerala","₹ 13,125",8.2 / 10,#79th/170  in India   2023,350000,2100000,114156
626,"Government College of Engineering and Ceramic Technology - [GCECT], Kolkata","Kolkata, West Bengal","₹ 17,950",8.2 / 10,#122th/170  in India   2023,,3406000,124903
627,"Govt Engineering College, Bilaspur","Bilaspur, Chhattisgarh","₹ 12,725",7.1 / 10,,450000,,158138
628,"Kamla Nehru Institute of Technology - [KNIT], Sultanpur","Sultanpur, Uttar Pradesh","₹ 3,37,000",8.1 / 10,#148th/170  in India   2023,,3600000,117709
629,"Karpagam Institute of Technology, Coimbatore","Coimbatore, Tamil Nadu","₹ 50,000",7.6 / 10,,240000,350000,42255
630,"Kongunadu College of Engineering and Technology - [KNCET], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 55,000",09-Oct,#145th/200  in India   2022,320000,1200000,156369
631,"MBM Engineering College - [MBM], Jodhpur","Jodhpur, Rajasthan","₹ 3,15,000",7.5 / 10,,,2170000,183306
632,"Madanapalle Institute of Technology & Science -[MITS], Madanapalle","Madanapalle, Andhra Pradesh","₹ 69,800",8.4 / 10,#172th/246  in India   2023,450000,2100000,79882
633,"Mookambigai College of Engineering, Pudukkottai","Pudukkottai, Tamil Nadu","₹ 50,000",8.2 / 10,,,3200000,174510
634,"Government College of Engineering, Keonjhar","Keonjhar, Orissa","₹ 1,40,000",7.1 / 10,,270000,,129504
635,"Ponjesly College of Engineering - [PCE], Nagercoil","Nagercoil, Tamil Nadu","₹ 2,00,000",6.2 / 10,,,2300000,193221
636,"Rajadhani Institute of Engineering and Technology - [RIET] Attinga, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 1,20,000",7.7 / 10,,350000,1200000,25497
637,"Ramachandra College of Engineering - [RCE], Eluru","Eluru, Andhra Pradesh","₹ 45,900",7.7 / 10,#241th/246  in India   2023,,1600000,30485
638,"Rewa Engineering College - [REC], Rewa","Rewa, Madhya Pradesh","₹ 49,800",6.5 / 10,,300000,2350000,182312
639,"Roorkee Institute of Technology - [RIT], Roorkee","Roorkee, Uttarakhand","₹ 1,07,900",8.7 / 10,#134th/200  in India   2020,,1000000,120965
640,"SCMS School of Engineering and Technology [SSET], Ernakulam","Ernakulam, Kerala","₹ 1,29,220",6.9 / 10,#90th/246  in India   2023,500000,1208000,145687
641,"SIES Graduate School of Technology - [SIES-GST], Navi Mumbai","Navi Mumbai, Maharashtra","₹ 1,34,420",7.9 / 10,#49th/200  in India   2022,650000,1000000,133136
642,"SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala, Pune","Pune, Maharashtra","₹ 1,25,170",7.3 / 10,,,3400000,151802
643,"Samrat Ashok Technological  Institute - [S.A.T.I], Vidisha","Vidisha, Madhya Pradesh","₹ 71,300",6.7 / 10,,466000,1000000,134893
644,"Sapthagiri College of Engineering, Bangalore","Bangalore, Karnataka","₹ 2,35,000",7.2 / 10,,,2050000,65735
645,"Saroj Institute of Technology and Management - [SITM], Lucknow","Lucknow, Uttar Pradesh","₹ 2,40,000",5.9 / 10,,575000,1200000,36064
646,"Sasurie College of Engineering - [SCE], Tiruppur","Tiruppur, Tamil Nadu","₹ 2,00,000",07-Oct,,,3460000,127997
647,"Selvam College of Technology - [SCT], Namakkal","Namakkal, Tamil Nadu","₹ 50,000",8.2 / 10,,275000,3490000,146775
648,"Shivalik College of Engineering - [SCE], Dehradun","Dehradun, Uttarakhand","₹ 1,03,900",7.2 / 10,#182th/218  in India   2021,300000,,144654
649,"Silver Oak College of Engineering and Technology - [SOCET], Ahmedabad","Ahmedabad, Gujarat","₹ 78,000",7.5 / 10,,,3500000,117645
650,"Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon, Pune","Pune, Maharashtra","₹ 1,38,060",7.7 / 10,#125th/160  in India   2022,450000,1200000,148275
651,"Sree Buddha College of Engineering Pattoor - [SBCE], Alappuzha","Alappuzha, Kerala","₹ 75,000",6.5 / 10,,,2600000,154944
652,"Sree Narayana Gurukulam College of Engineering - [SNGCE], Ernakulam","Ernakulam, Kerala","₹ 72,020",7.7 / 10,,400000,2340000,174318
653,"Sree Sastha Institute of Engineering and Technology, Chennai","Chennai, Tamil Nadu","₹ 55,000",7.4 / 10,,450000,1800000,39201
654,"Sri Siddhartha Institute of Technology - [SSIT], Tumkur","Tumkur, Karnataka","₹ 1,11,796",08-Oct,,600000,1600000,32155
655,"Tamilnadu College of Engineering - [TNCE], Coimbatore","Coimbatore, Tamil Nadu","₹ 2,00,000",6.3 / 10,,,3400000,111360
656,"Thangavelu Engineering College, Chennai","Chennai, Tamil Nadu","₹ 50,000",5.7 / 10,#96th/166  in India   2023,400000,1842000,182260
657,"Hyderabad Institute of Technology and Management - [HITAM], Hyderabad","Hyderabad, Telangana","₹ 1,03,000",7.9 / 10,#80th/170  in India   2023,,2400000,154854
658,"Vemu Institute of Technology - [VEMU], Chittoor","Chittoor, Andhra Pradesh","₹ 35,000",7.9 / 10,#187th/216  in India   2022,,2340000,12287
659,"Kalaignar karunanidhi Institute of Technology - [KIT], Coimbatore","Coimbatore, Tamil Nadu","₹ 2,00,000",7.6 / 10,#155th/246  in India   2023,400000,800000,87973
660,"Patel College of Science and Technology - [PCST], Bhopal","Bhopal, Madhya Pradesh","₹ 56,000",7.5 / 10,,260000,480000,26735
661,"University Institute of Engineering and Technology - [UIET], Kurukshetra","Kurukshetra, Haryana","₹ 1,04,900",07-Oct,#33th/35  in India   2023,,2100000,29208
662,"Anna University of Technology, Madurai","Madurai, Tamil Nadu","₹ 43,810",7.6 / 10,,350000,1900000,142868
663,"Anna University of Technology, Tirunelveli","Tirunelveli, Tamil Nadu","₹ 43,810",5.5 / 10,,,2600000,20025
664,"GB Pant Delhi Skill and Entrepreneurship University, Okhla-I Campus, New Delhi","New Delhi, Delhi NCR","₹ 40,000",6.7 / 10,#251th/300  in India   2022,424448,1000000,87298
665,"Jyothy Institute of Technology - [JIT], Bangalore","Bangalore, Karnataka","₹ 3,00,000",8.3 / 10,#251th/300  in India   2020,600000,2100000,40038
666,"College of Engineering Perumon, Kollam","Kollam, Kerala","₹ 35,000",7.9 / 10,,,2600000,116914
667,"College of Engineering - [CEM] Munnar, Idukki","Idukki, Kerala","₹ 85,650",7.4 / 10,,450000,1800000,187479
668,"College of Engineering Pathanapuram, Pathanamthitta","Pathanamthitta, Kerala","₹ 53,450",7.3 / 10,,,3400000,179097
669,"Sreyas Institute of Engineering and Technology - [SIET], Hyderabad","Hyderabad, Telangana","₹ 1,06,000",8.2 / 10,#118th/200  in India   2022,500000,1200000,10325
670,"Delhi Institute of Tool Engineering - [DITE], New Delhi","New Delhi, Delhi NCR",--,6.4 / 10,,,2400000,126252
671,"K. C. College of Engineering And Management Studies And Research, Thane","Thane, Maharashtra","₹ 3,90,000",8.2 / 10,,340000,2300000,129162
672,"Vi Institute of Technology - [VIIT], Kanchipuram","Kanchipuram, Tamil Nadu","₹ 2,00,000",8.3 / 10,,,2100000,54927
673,"Birla Institute of Technology Extension Centre - [BIT], Deoghar","Deoghar, Jharkhand","₹ 4,04,700",7.8 / 10,,653000,1400000,53759
674,"A. P. Shah Institute of Technology - [APSIT], Thane","Thane, Maharashtra","₹ 1,37,706",8.4 / 10,,,,165682
675,"A.V.C College of Engineering - [AVCCE], Nagapattinam","Nagapattinam, Tamil Nadu","₹ 55,500",7.3 / 10,,320000,520000,111400
676,"AWH Engineering College, Calicut","Calicut, Kerala","₹ 30,000",7.1 / 10,,300000,2100000,159225
677,"Aarupadai Veedu Institute of Technology - [AVIT], Kanchipuram","Kanchipuram, Tamil Nadu","₹ 60,000",7.6 / 10,#77th/170  in India   2023,,1500000,195464
678,"Abacus Institute of Engineering and Management, Hooghly","Hooghly, West Bengal","₹ 80,500",7.9 / 10,#148th/160  in India   2023,400000,400000,5402
679,"Akshaya College of Engineering and Technology-[ACET], Coimbatore","Coimbatore, Tamil Nadu","₹ 65,000",7.4 / 10,,350000,1200000,25274
680,"Al  Ameen Engineering College, Erode","Erode, Tamil Nadu","₹ 25,000",6.9 / 10,,,1370000,154134
681,"Rajadhani Institute of Science and Technology - [RIST], Palakkad","Palakkad, Kerala","₹ 35,000",6.8 / 10,,350000,2500000,109140
682,"Amrutvahini College of Engineering - [AVCOE], Ahmednagar","Ahmednagar, Maharashtra","₹ 1,20,000",8.3 / 10,#210th/218  in India   2021,,,5428
683,"Arasu Engineering College - [AEC], Kumbakonam","Kumbakonam, Tamil Nadu","₹ 65,000",5.5 / 10,,,2750000,133499
684,"Arya College of Engineering and IT - [ACEIT], Jaipur","Jaipur, Rajasthan","₹ 96,104",7.9 / 10,,605000,2500000,141464
685,"Bapuji Institute of Engineering and Technology - [BIET], Davanagere","Davanagere, Karnataka","₹ 93,000",7.6 / 10,#74th/166  in India   2023,,2590000,174692
686,"Cape Institute of Technology - [CAPE], Tirunelveli","Tirunelveli, Tamil Nadu","₹ 25,500",7.6 / 10,,250000,,164299
687,"CIPET: Centre for Skilling and Technical Support [CSTS], Bhubaneswar","Bhubaneswar, Orissa","₹ 32,680",7.6 / 10,#32th/192  in India   2022,,3500000,129360
688,"Dhanalakshmi College of Engineering - [DCE], Chennai","Chennai, Tamil Nadu","₹ 2,00,000",7.8 / 10,,350000,2100000,130224
689,"Dhirajlal Gandhi College of Technology, Salem","Salem, Tamil Nadu","₹ 50,000",6.6 / 10,,350000,1200000,73855
690,"Dronacharya College of Engineering - [DCE], Gurgaon","Gurgaon, Haryana","₹ 5,64,000",8.6 / 10,,,,76915
691,"EGS Pillay Engineering College, Nagapattinam","Nagapattinam, Tamil Nadu","₹ 2,00,000",7.5 / 10,#251th/300  in India   2022,240000,2300000,174219
692,"Einstein College of Engineering, Tirunelveli","Tirunelveli, Tamil Nadu","₹ 2,00,000",7.5 / 10,,,3180000,19662
693,"Eswar College of Engineering, Narasaraopet","Narasaraopet, Andhra Pradesh","₹ 50,200",7.3 / 10,,400000,,21865
694,"Feroze Gandhi Institute of Engineering and Technology - [FGIET], Rae Bareli","Rae Bareli, Uttar Pradesh","₹ 87,709",6.5 / 10,#165th/170  in India   2023,,740000,112282
695,"Maharaja Institute of Technology - [MIT], Mysore","Mysore, Karnataka","₹ 2,38,000",7.7 / 10,,300000,1000000,67623
696,"Maharana Pratap Engineering College - [MPEC], Kanpur","Kanpur, Uttar Pradesh","₹ 1,05,450",7.5 / 10,,,,27667
697,"Malla Reddy College of Engineering and Technology- [MRCET], Hyderabad","Hyderabad, Telangana","₹ 1,00,000",08-Oct,#109th/238  in India   2022,320000,3500000,30805
698,"Malla Reddy Institute of Technology - [MRIT], Secunderabad","Secunderabad, Telangana","₹ 45,000",7.5 / 10,,,,57805
699,"Mallabhum Institute of Technology - [MIT], Bishnupur","Bishnupur, West Bengal","₹ 88,750",6.7 / 10,,350000,2000000,110219
700,"Malwa Institute of Science and Technology - [MIST], Indore","Indore, Madhya Pradesh","₹ 53,500",7.2 / 10,,240000,700000,65021
701,"Mewat Engineering College - [MECW], Mewat","Mewat, Haryana","₹ 39,500",7.2 / 10,,,6800000,113651
702,"Nagpur Institute of Technology - [NIT], Nagpur","Nagpur, Maharashtra","₹ 1,07,000",7.6 / 10,,420000,1000000,68629
703,"P.B. College of Engineering - [PBCE], Chennai","Chennai, Tamil Nadu","₹ 60,000",6.5 / 10,,,,124373
704,"Progressive Education Society's Modern College of Engineering - [MCOE], Pune","Pune, Maharashtra","₹ 1,04,986",7.2 / 10,#79th/166  in India   2023,450000,1000000,104909
705,"Raghu Institute of Technology - [RIT], Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 61,000",08-Oct,,,3600000,176855
706,"Rajiv Gandhi College of Engineering and Technology, Pondicherry","Pondicherry, Puducherry","₹ 40,000",6.8 / 10,,500000,,150680
707,"Reva Institute of Technology and Management - [RITM], Bangalore","Bangalore, Karnataka","₹ 2,25,000",8.3 / 10,,,3500000,41855
708,"SDM College of Engineering and Technology - [SDMCET], Dharwad","Dharwad, Karnataka","₹ 3,50,000",8.3 / 10,#84th/246  in India   2023,850000,1400000,198090
