Unnamed: 0,college_name,location,course_fees,review,Average Package,Highest Package,Cutoff rank in CSE
0,"IIT Madras - Indian Institute of Technology - [IITM], Chennai","Chennai, Tamil Nadu",209550,8.7,2148000,19800000,144
1,"IIT Delhi - Indian Institute of Technology [IITD], New Delhi","New Delhi, Delhi NCR",254650,8.7,1760000,20000000,115
3,"IIT Bombay - Indian Institute of Technology - [IITB], Mumbai","Mumbai, Maharashtra",229300,8.8,2182000,36700000,66
4,"RNS Institute of Technology - [RNSIT], Bangalore","Bangalore, Karnataka",116765,7.7,550000,5600000,7554
5,"IIT Kharagpur - Indian Institute of Technology - [IITKGP], Kharagpur","Kharagpur, West Bengal",223600,8.7,4565874,26000000,261
6,"Parul University, Vadodara","Vadodara, Gujarat",137800,8.1,2600000,2950000,30372
7,"IIT Kanpur - Indian Institute of Technology - [IITK], Kanpur","Kanpur, Uttar Pradesh",229200,8.8,541800,19000000,215
8,"IIT Roorkee - Indian Institute of Technology - [IITR], Roorkee","Roorkee, Uttarakhand",230100,8.7,2580000,13000000,396
9,"BITS Pilani (Pilani Campus), Pilani","Pilani, Rajasthan",571575,8.8,3037000,6075000,375
11,"IIT Guwahati - Indian Institute of Technology - [IITG], Guwahati","Guwahati, Assam",219250,8.7,541800,24000000,601
12,"New Horizon College of Engineering - [NHCE], Bangalore","Bangalore, Karnataka",1000000,8.6,541800,3000000,7270
13,"IIT Hyderabad - Indian Institute of Technology - [IITH], Hyderabad","Hyderabad, Telangana",241550,8.6,2007000,6378000,604
14,"GSFC University, Vadodara","Vadodara, Gujarat",116250,8.1,541800,850000,9737
15,"College of Engineering, Anna University - [CEG], Chennai","Chennai, Tamil Nadu",47200,8.4,693000,1264000,193
16,"NIT Trichy, Tiruchirappalli","Tiruchirappalli, Tamil Nadu",178150,8.4,541800,4000000,1147
17,"IIT BHU - Indian Institute of Technology, Varanasi","Varanasi, Uttar Pradesh",228315,8.5,3400000,12000000,1010
18,"CMR University - [CMRU], Bangalore","Bangalore, Karnataka",225000,7.4,430000,1100000,31107
19,"Institute of Chemical Technology - [ICT], Mumbai","Mumbai, Maharashtra",89100,8.6,500000,1700000,1345
20,"Mody University, Sikar","Sikar, Rajasthan",266000,8.5,823000,1300000,33989
21,"IIT Indore - Indian Institute of Technology - [IITI], Indore","Indore, Madhya Pradesh",233900,8.5,2545000,6800000,1144
24,"Bennett University, Greater Noida","Greater Noida, Uttar Pradesh",425000,8.8,1110000,12000000,45226
25,"ISM Dhanbad - Indian Institute of Technology - [IITISM], Dhanbad","Dhanbad, Jharkhand",240250,8.5,1701000,8300000,2862
26,"National Institute of Technology - [NIT], Rourkela","Rourkela, Orissa",178000,8.3,2088000,4608000,3369
27,"IIT Bhubaneswar - Indian Institute of Technology - [IITBBS], Bhubaneswar","Bhubaneswar, Orissa",221290,8.3,1750000,5575000,2806
28,"Rajiv Gandhi Institute of Petroleum Technology - [RGIPT], Amethi","Amethi, Uttar Pradesh",271600,8.5,541800,2134000,43513
29,"Vellore Institute of Technology - [VIT University], Vellore","Vellore, Tamil Nadu",198000,8.3,819000,10200000,5001
30,"East Point Group of Institutions - [EPGI], Bangalore","Bangalore, Karnataka",250000,7.3,750000,2500000,31175
31,"Indian Institute of Engineering Science and Technology - [IIEST] Shibpur, Howrah","Howrah, West Bengal",142000,8.1,541800,4500000,10719
32,"IIT Mandi- Indian Institute of Technology - [IITM], Mandi","Mandi, Himachal Pradesh",234750,8.3,2523000,6000000,2773
33,"National Institute of Technology - [NITK], Surathkal","Surathkal, Karnataka",157280,8.5,1312000,4500000,2212
34,"IIT Patna - Indian Institute of Technology - [IITP], Patna","Patna, Bihar",270250,8.5,2930000,8205000,2500
35,"Thapar Institute of Engineering and Technology - [Thapar University], Patiala","Patiala, Punjab",413600,7.7,1097000,4000000,1528
36,"IIT Gandhinagar - Indian Institute of Technology - [IITG], Gandhinagar","Gandhinagar, Gujarat",229426,8.7,1535000,6200000,1352
37,"NIT Warangal, Warangal","Warangal, Telangana",207000,8.4,1729000,8800000,1664
38,"Jamia Millia Islamia University-[JMI], New Delhi","New Delhi, Delhi NCR",16150,8.2,900000,2500000,15487
39,"National Institute of Technology - [NITC], Calicut","Calicut, Kerala",308255,8.1,2300000,4700000,4455
40,"IIT Ropar - Indian Institute of Technology - [IITR], Ropar","Ropar, Punjab",222300,8.8,2249000,5500000,1763
42,"NIT Silchar, Silchar","Silchar, Assam",154500,8.2,1358000,4400000,25022
44,"Malaviya National Institute of Technology - [MNIT], Jaipur","Jaipur, Rajasthan",177665,8.4,1243000,6400000,4909
45,"Panjab University - [PU], Chandigarh","Chandigarh, Chandigarh",114305,7.8,541800,745000,57859
46,"Indraprastha Institute of Information Technology - [IIITD], New Delhi","New Delhi, Delhi NCR",462000,8.7,2539000,5130000,962
47,"Thiagarajar College of Engineering - [TCE], Madurai","Madurai, Tamil Nadu",82000,8.5,320000,850000,924
48,"Sardar Vallabhbhai National Institute of Technology - [SVNIT], Surat","Surat, Gujarat",169000,7.453557199772339,1826000,4400000,6373
49,"Andhra University, College of Engineering - [AUCE], Visakhapatnam","Visakhapatnam, Andhra Pradesh",10000,7.7,541800,560000,1627
50,"National Institute of Technology - [NIT], Hamirpur","Hamirpur, Himachal Pradesh",180200,8.2,1030000,15100000,10415
52,"Kalasalingam Academy of Research and Education, Krishnankovil","Krishnankovil, Tamil Nadu",120600,7.453557199772339,450000,1200000,72913
53,"Maulana Azad National Institute of Technology  - [MANIT], Bhopal","Bhopal, Madhya Pradesh",154000,7.453557199772339,1155000,8536000,7952
54,"R V College of Engineering - [RVCE], Bangalore","Bangalore, Karnataka",1300000,7.9,863000,5200000,373
55,"Ramaiah Institute of Technology - [RIT], Bangalore","Bangalore, Karnataka",86226,7.453557199772339,766000,5000000,1145
56,"International Institute of Information Technology - [IIIT-B], Bangalore","Bangalore, Karnataka",384000,8.5,3078000,20200000,8000
57,"National Institute of Technology - [NIT] Meghalaya, Shillong","Shillong, Meghalaya",155150,7.5,1041000,3200000,16663
58,"Coimbatore Institute of Technology - [CIT], Coimbatore","Coimbatore, Tamil Nadu",25800,7.9,499000,3305000,1343
59,"BMS College of Engineering - [BMSCE], Bangalore","Bangalore, Karnataka",350000,8.3,541800,4400000,967
60,"National Institute of Technology - [NIT], Agartala","Agartala, Tripura",150550,8.1,500000,3600000,16987
61,"College of Engineering, Thiruvananthapuram","Thiruvananthapuram, Kerala",50000,8.4,541800,3400000,645
62,"Karunya Institute of Technology and Sciences - [Karunya Deemed University], Coimbatore","Coimbatore, Tamil Nadu",218500,8.1,350000,2500000,13394
63,"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi","New Delhi, Delhi NCR",132000,7.6,1200000,4500000,15339
64,"National Institute of Technology - [NIT], Raipur","Raipur, Chhattisgarh",140600,7.7,541800,20000000,11011
65,"Indian Institute of Information Technology Design and Manufacturing - [IIITDM], Jabalpur","Jabalpur, Madhya Pradesh",158940,7.453557199772339,2163000,4300000,13100
66,"Kumaraguru College of Technology - [KCT], Coimbatore","Coimbatore, Tamil Nadu",100200,8.3,541800,1500000,27139
67,"Pondicherry Engineering College - [PEC], Pondicherry","Pondicherry, Puducherry",171200,7.8,400000,1000000,37565
68,"Punjab Engineering College University of Technology - [PEC], Chandigarh","Chandigarh, Chandigarh",207000,7.453557199772339,541800,4200000,9240
69,"Siddaganga Institute of Technology - [SIT], Tumkur","Tumkur, Karnataka",115796,7.8,850000,4150000,8901
70,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management - [ABVIIITM], Gwalior","Gwalior, Madhya Pradesh",187250,7.9,2485000,19500000,5932
71,"Jaypee Institute of Information Technology University - [JIIT], Noida","Noida, Uttar Pradesh",269500,7.453557199772339,541800,4388000,54289
72,"Indian Institute of Information Technology - [IIIT], Allahabad","Allahabad, Uttar Pradesh",104000,8.6,1957000,14000000,4817
73,"University College of Engineering, Osmania University - [UCE], Hyderabad","Hyderabad, Telangana",35000,8.4,541800,2400000,639
74,"Dayalbagh Educational Institute Faculty of Engineering, Agra","Agra, Uttar Pradesh",51300,8.2,490000,1253000,755072
75,"Shri Mata Vaishno Devi University - [SMVDU], Katra","Katra, Jammu and Kashmir",169000,7.8,541800,1020000,49979
76,"National Institute of Technology - [NIT], South Goa","South Goa, Goa",143200,7.5,1310000,4400000,9930
77,"Mepco Schlenk Engineering College, Sivakasi","Sivakasi, Tamil Nadu",134000,8.1,541800,2580000,21596
78,"Sri Venkateswara University College of Engineering, Tirupati","Tirupati, Andhra Pradesh",16395,7.9,400000,1407000,28628
79,"Government College of Technology - [GCT], Coimbatore","Coimbatore, Tamil Nadu",9180,8.1,541800,3470000,2651
80,"Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT], Gandhinagar","Gandhinagar, Gujarat",172000,8.7,1606000,5422000,900035
81,"Army Institute of Technology - [AIT], Pune","Pune, Maharashtra",250520,8.9,1470000,5200000,50000
82,"Bharati Vidyapeeth Deemed University - [BVDU], Pune","Pune, Maharashtra",157500,7.7,500000,1900000,81086
83,"Hindustan Institute of Technology and Science - [HITS], Chennai","Chennai, Tamil Nadu",229500,6.6,541800,1500000,55631
84,"C. V. Raman Global University, Bhubaneswar","Bhubaneswar, Orissa",175000,7.7,750000,950000,866000
85,"I.K. Gujral Punjab Technical University - [IKG-PTU], Jalandhar","Jalandhar, Punjab",96100,7.4,541800,1730000,114126
87,"Kongu Engineering College - [KEC], Erode","Erode, Tamil Nadu",55000,8.3,396000,1250000,26619
88,"Vignan's Foundation for Science, Technology, and Research, Guntur","Guntur, Andhra Pradesh",120000,8.3,541800,700000,10448
89,"B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU], Chennai","Chennai, Tamil Nadu",85000,8.4,520000,2484000,11596
90,"Bannari Amman Institute of Technology - [BIT], Sathyamangalam","Sathyamangalam, Tamil Nadu",75000,8.4,541800,4400000,7700
91,"Institute of Engineering and Management - [IEM], Kolkata","Kolkata, West Bengal",178400,7.453557199772339,400000,7200000,6198
93,"Chaitanya Bharathi Institute of Technology - [CBIT], Hyderabad","Hyderabad, Telangana",140000,8.2,541800,5000000,2246
95,"Veermata Jijabai Technological Institute - [VJTI], Mumbai","Mumbai, Maharashtra",85551,7.9,1140000,8400000,229
96,"JNTUK University College of Engineering, Kakinada, East Godavari","East Godavari, Andhra Pradesh",10000,7.9,541800,5620000,69827
97,"Graphic Era University, School of Engineering and Technology - [GEU], Dehradun","Dehradun, Uttarakhand",236400,8.3,750000,1400000,200000
98,"Dr BR Ambedkar National Institute of Technology - [NIT], Jalandhar","Jalandhar, Punjab",164000,7.9,1187000,4400000,13541
99,"GH Raisoni College of Engineering - [GHRCE], Nagpur","Nagpur, Maharashtra",161330,8.5,450000,1750000,62236
100,"Mukesh Patel School of Technology Management and Engineering - [MPSTME], Mumbai","Mumbai, Maharashtra",350000,8.2,677000,4043000,262340
101,"Sardar Patel Institute of Technology - [SPIT], Mumbai","Mumbai, Maharashtra",172804,8.1,1100000,4200000,590
102,"Faculty of Engineering and Technology, Jain University - [FET JU], Bangalore","Bangalore, Karnataka",210000,8.1,541800,3600000,38354
103,"Shri Ramdeobaba College of Engineering and Management - [RCOEM], Nagpur","Nagpur, Maharashtra",165500,8.1,550000,2500000,3194
104,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET], Hyderabad","Hyderabad, Telangana",131000,8.5,541800,3150000,2755
105,"National Institute of Food Technology Entrepreneurship and Management - [NIFTEM], Sonepat","Sonepat, Haryana",203550,8.2,600000,4400000,75166
106,"Sri Jayachamarajendra College of Engineering - [SJCE], Mysore","Mysore, Karnataka",475000,8.3,541800,4280000,5998
107,"Jaypee University of Information Technology - [JUIT], Solan","Solan, Himachal Pradesh",241000,7.453557199772339,567000,3200000,48918
108,"Cochin University of Science and Technology, School of Engineering -[SOE] Thrikkakara, Ernakulam","Ernakulam, Kerala",86040,8.2,541800,4800000,1030
109,"University Institute of Engineering, Chandigarh University - [UIE], Chandigarh","Chandigarh, Chandigarh",177000,8.4,700000,3500000,42025
110,"School of Engineering and Technology, NCU - [SOET], Gurgaon","Gurgaon, Haryana",268000,8.3,541800,4240000,313288
111,"Lovely Professional University - [LPU], Jalandhar","Jalandhar, Punjab",240000,8.2,600000,30000000,345225
112,"St. Joseph College Of Engineering, Kanchipuram","Kanchipuram, Tamil Nadu",60000,8.3,541800,5600000,10914
113,"Saveetha Engineering College - [SEC], Chennai","Chennai, Tamil Nadu",200000,7.453557199772339,615000,3400000,33416
115,"Veer Surendra Sai University of Technology - [VSSUT], Burla","Burla, Orissa",91280,7.453557199772339,541800,1020000,61173
116,"Dayananda Sagar College of Engineering - [DSCE], Bangalore","Bangalore, Karnataka",91796,8.1,650000,3600000,3905
117,"NMAM Institute of Technology - [NMAMIT], Udupi","Udupi, Karnataka",100000,7.453557199772339,810000,5300000,3688
118,"National Institute of Technology - [NIT], Jamshedpur","Jamshedpur, Jharkhand",188000,7.453557199772339,1472000,7250000,8225
119,"CVR College of Engineering, Ibrahimpatnam, Rangareddy","Rangareddy, Telangana",115000,8.2,2100000,3050000,5484
120,"Yeshwantrao Chavan College of Engineering - [YCCE], Nagpur","Nagpur, Maharashtra",163801,8.2,600000,2500000,5600
121,"Institute of Technology, Nirma University, Ahmedabad","Ahmedabad, Gujarat",221200,8.3,750000,5015000,455
122,"National Institute of Technology - [NITP], Patna","Patna, Bihar",165700,7.9,1400000,5200000,6670
123,"Sant Longowal Institute of Engineering and Technology - [SLIET], Sangrur","Sangrur, Punjab",81000,7.6,300000,900000,44677
124,"Sri Ramakrishna Engineering College - [SREC], Coimbatore","Coimbatore, Tamil Nadu",55000,8.2,541800,2400000,13729
125,"College of Technology,  GB Pant University of Agriculture & Technology, Pantnagar","Pantnagar, Uttarakhand",65344,7.453557199772339,541800,4800000,22810
126,"Institute of Aeronautical Engineering - [IARE], Hyderabad","Hyderabad, Telangana",101000,8.2,550000,2900000,8402
127,"Nitte Meenakshi Institute of Technology - [NMIT], Bangalore","Bangalore, Karnataka",450000,7.8,480000,3000000,12687
128,"Sri Venkateswara College of Engineering - [SVCE], Sriperumbudur","Sriperumbudur, Tamil Nadu",85200,8.2,541800,5800000,3784
130,"Faculty of Technology and Engineering, Maharaja Sayajirao University of Baroda, Vadodara","Vadodara, Gujarat",7640,8.1,635633,3400000,900037
131,"PES University - [PESU], Bangalore","Bangalore, Karnataka",350000,7.453557199772339,541800,4975000,55115
132,"Heritage Institute of Technology - [HIT], Kolkata","Kolkata, West Bengal",116200,7.9,400000,1600000,50588
133,"Sri Krishna College of Technology - [SKCT], Coimbatore","Coimbatore, Tamil Nadu",200000,8.4,300000,475000,8563
134,"PSNA College of Engineering and Technology, Dindigul","Dindigul, Tamil Nadu",200000,8.4,541800,5600000,31547
135,"BV Raju Institute of Technology - [BVRIT], Hyderabad","Hyderabad, Telangana",120000,8.5,541800,2658000,8485
136,"J.C. Bose University Of Science And Technology, YMCA, Faridabad","Faridabad, Haryana",102942,7.5,367000,2875000,45341
138,"National Institute of Technology - [NIT], Imphal","Imphal, Manipur",147700,7.9,970000,4700000,21895
139,"Vardhaman College of Engineering - [VCE], Hyderabad","Hyderabad, Telangana",140000,8.1,495927,1400000,20342
140,"BMS Institute of Technology and Management - [BMSIT], Bangalore","Bangalore, Karnataka",200000,7.453557199772339,541800,4700000,6456
141,"B. N. M. Institute of Technology - [BNMIT], Bangalore","Bangalore, Karnataka",800000,7.6,626000,4000000,13922
142,"KLE Technological University, Hubli","Hubli, Karnataka",89473,8.4,541800,4300000,49051
143,"RMK Engineering College - [RMKEC], Thiruvallur","Thiruvallur, Tamil Nadu",55000,8.1,304000,4800000,49098
144,"Walchand College of Engineering - [WCE], Sangli","Sangli, Maharashtra",84935,8.3,507000,3700000,60234
145,"MIT World Peace University - [MIT-WPU], Pune","Pune, Maharashtra",310000,7.8,700000,5136000,670
146,"Vishwakarma Institute of Information Technology - [VIIT], Pune","Pune, Maharashtra",164894,7.9,470000,1500000,2319
147,"Maulana Abul Kalam Azad University of Technology - [MAKAUT], Kolkata","Kolkata, West Bengal",70300,7.7,541800,5700000,4335
148,"Anurag University, Hyderabad","Hyderabad, Telangana",250000,7.7,630000,3850000,12849
149,"Dr. Ambedkar Institute of Technology - [AIT], Bangalore","Bangalore, Karnataka",30200,7.3,541800,3700000,26777
150,"Indira Gandhi Delhi Technical University For Women -[IGDTUW], New Delhi","New Delhi, Delhi NCR",88000,7.8,1836000,2900000,10672
151,"NIMS University, Jaipur","Jaipur, Rajasthan",150000,8.6,450000,1202000,75000
152,"Vels Institute of Science, Technology & Advanced Studies, Chennai","Chennai, Tamil Nadu",287250,7.8,550000,800000,50000
153,"Birsa Institute of Technology - [BIT] Sindri, Dhanbad","Dhanbad, Jharkhand",20332,7.9,650000,4400000,1424
154,"Institute of Engineering and Technology - [IET], Lucknow","Lucknow, Uttar Pradesh",89775,7.5,541800,3600000,44213
155,"Techno India University, Kolkata","Kolkata, West Bengal",89200,7.4,541800,2500000,85000
156,"Vishwakarma Institute of Technology, Pune","Pune, Maharashtra",192044,7.8,560000,5430000,20209
157,"JECRC University - [JU], Jaipur","Jaipur, Rajasthan",220000,8.1,733000,4400000,65000
158,"Birla Institute of Technology and Science - [BITS], Hyderabad","Hyderabad, Telangana",571575,7.453557199772339,541800,10000000,340
159,"Amity University, Mumbai","Mumbai, Maharashtra",284000,8.5,600000,4400000,70000
160,"IIT Jammu - Indian Institute of Technology - [IITJ], Jammu","Jammu, Jammu and Kashmir",279190,8.7,1800000,5300000,8009
161,"IIT Goa - Indian Institute of Technology - [IITG], Ponda","Ponda, Goa",215800,8.5,1709000,6000000,4232
162,"IIT Dharwad - Indian Institute of Technology - [IITD], Dharwad","Dharwad, Karnataka",241500,8.8,541800,4000000,5978
163,"Sanskriti University - [SU], Mathura","Mathura, Uttar Pradesh",130000,7.6,480000,5400000,41672
164,"Adamas University, Kolkata","Kolkata, West Bengal",190000,7.7,541800,4300000,51513
165,"PDM University, Bahadurgarh, Bahadurgarh","Bahadurgarh, Haryana",100200,6.7,460000,5500000,75000
166,"CEPT University, Ahmedabad","Ahmedabad, Gujarat",348800,8.3,541800,7800000,9000
168,"Mahatma Gandhi Institute of Technology - [MGIT], Hyderabad","Hyderabad, Telangana",145976,7.9,426003,7000000,4284
169,"Prasad V. Potluri Siddhartha Institute of Technology - [PVPSIT], Vijayawada","Vijayawada, Andhra Pradesh",70000,7.453557199772339,541800,6700000,11716
170,"Ganpat University - [GUNI], Mehsana","Mehsana, Gujarat",108000,8.7,309000,1200000,22000
171,"RKDF University, Bhopal","Bhopal, Madhya Pradesh",55000,7.6,340000,1000000,158215
172,"Centurion University of Technology and Management - [CUTM], Bhubaneswar","Bhubaneswar, Orissa",141750,7.8,541800,4600000,45000
173,"SunRise University - [SRU], Alwar","Alwar, Rajasthan",62200,7.6,220000,3600000,90000
174,"Uttaranchal University, Dehradun","Dehradun, Uttarakhand",244000,7.6,420000,11800000,328128
175,"OPJS University, Churu","Churu, Rajasthan",64200,7.6,541800,2200000,250000
176,"IIT Bhilai - Indian Institute of Technology - [IITB], Bhilai","Bhilai, Chhattisgarh",236000,8.2,1400000,2743000,5393
177,"Centurion University of Technology and Management - [CUTM], Vizianagaram","Vizianagaram, Andhra Pradesh",125000,8.1,240000,1000000,22634
178,"Centurion University of Technology and Management - [CUTM], Paralkhemundi","Paralkhemundi, Orissa",105000,8.2,240000,1000000,22634
179,"RKDF University, Ranchi","Ranchi, Jharkhand",90000,7.453557199772339,541800,3700000,65000
180,"GIET University - [GIET], Gunupur","Gunupur, Orissa",90000,7.7,360000,900000,100000
181,"BML Munjal University - [BMU], Gurgaon","Gurgaon, Haryana",300000,8.1,851000,3360000,70000
182,"Banasthali Vidyapith, Jaipur","Jaipur, Rajasthan",139000,8.5,360000,520000,50000
183,"Amity University, Jaipur","Jaipur, Rajasthan",152000,8.1,512000,4000000,60000
184,"Shoolini University, Solan","Solan, Himachal Pradesh",235000,8.5,800000,1800000,65000
185,"Sikkim Manipal University - [SMU], East Sikkim","East Sikkim, Sikkim",325000,8.1,543000,2400000,47593
186,"Monad University, Hapur","Hapur, Uttar Pradesh",151000,7.8,541800,1050000,75000
187,"Acharya Institute of Technology - [AIT], Bangalore","Bangalore, Karnataka",91296,8.1,700000,2600000,24298
188,"Bangalore Institute of Technology - [BIT], Bangalore","Bangalore, Karnataka",235000,7.6,541800,3750000,10679
189,"International Institute of Information Technology - [IIIT], Bhubaneswar","Bhubaneswar, Orissa",211200,7.7,1300000,3900000,28199
190,"Oriental University - [OU], Indore","Indore, Madhya Pradesh",35000,7.3,500000,2000000,419845
191,"Noida International University - [NIU], Greater Noida","Greater Noida, Uttar Pradesh",148000,7.5,541800,480000,200000
192,"National Institute of Technology - [NIT], Dimapur","Dimapur, Nagaland",138150,7.3,809000,4500000,8340
193,"Central Institute of Technology - [CIT], Kokrajhar","Kokrajhar, Assam",52000,7.2,300000,750000,91379
194,"Vidyalankar Institute of Technology - [VIT], Mumbai","Mumbai, Maharashtra",150790,8.5,416000,700000,46783
195,"Madhav University - [MU], Sirohi","Sirohi, Rajasthan",35000,7.8,445000,2000000,120000
196,"APJ Abdul Kalam Technological University - [KTU], Thiruvananthapuram","Thiruvananthapuram, Kerala",0,7.5,541800,3800000,50000
197,"Indian Institute of Information Technology Vadodara - [IIIT-V], Gandhinagar","Gandhinagar, Gujarat",235720,7.8,1625000,4400000,1366
198,"Graphic Era Hill University - [GEHU], Dehradun","Dehradun, Uttarakhand",275600,7.4,508000,4060000,27383
199,"University of Engineering and Management - [UEM], Kolkata","Kolkata, West Bengal",171200,7.9,450000,7200000,19030
200,"Indian Institute of Information Technology - [IIIT], Nagpur","Nagpur, Maharashtra",247000,7.6,1356000,1500000,13738
201,"Bundelkhand University, Institute of Engineering and Technology, Jhansi","Jhansi, Uttar Pradesh",67200,7.9,541800,2000000,217558
202,"Amity University, Gwalior","Gwalior, Madhya Pradesh",208000,8.2,458000,1495000,1040525
203,"Federal Institute of Science and Technology - [FISAT], Ernakulam","Ernakulam, Kerala",75100,8.2,541800,1400000,19968
204,"Galgotias College of Engineering and Technology - [GCET], Greater Noida","Greater Noida, Uttar Pradesh",115603,7.9,500000,1250000,186225
206,"HKBK Group of Institutions, Bangalore","Bangalore, Karnataka",370000,7.453557199772339,630000,1680000,37408
207,"Sri Vasavi Engineering College - [SVEC], Tadepalligudem","Tadepalligudem, Andhra Pradesh",63000,7.453557199772339,541800,1250000,28728
208,"SRM Valliammai Engineering college -[VEC], Kanchipuram","Kanchipuram, Tamil Nadu",177000,7.9,208000,325000,10500
209,"National Institute of Technology - [NIT], Papum Pare","Papum Pare, Arunachal Pradesh",153600,7.4,620000,1200000,122963
210,"Uka Tarsadia University, Bardoli","Bardoli, Gujarat",94000,8.5,450000,4500000,26804
211,"AKS University - [AKSU], Satna","Satna, Madhya Pradesh",60000,7.3,541800,700000,217558
212,"ITM University, Gwalior","Gwalior, Madhya Pradesh",207000,7.453557199772339,550000,1000000,272001
213,"Jagannath University, Jaipur","Jaipur, Rajasthan",100000,8.1,541800,1200000,200000
214,"Babu Banarasi Das University - [BBDU], Lucknow","Lucknow, Uttar Pradesh",125000,7.8,627000,900000,296895
215,"University Institute of Engineering and Technology -[UIET], Chandigarh","Chandigarh, Chandigarh",147670,7.5,541800,1100000,36201
216,"National Institute of Technology - [NIT], Aizawl","Aizawl, Mizoram",150200,7.453557199772339,550000,3200000,74276
217,"JIS College of Engineering - [JISCE], Kolkata","Kolkata, West Bengal",408000,8.5,541800,800000,92976
218,"Rayat Bahra University, Mohali","Mohali, Punjab",100000,6.9,541800,1000000,150000
219,"Indian Institute of Information Technology - [IIITD], Dharwad","Dharwad, Karnataka",355000,7.8,1152000,4000000,33435
220,"Indian Institute of Information Technology - [IIIT-K], Kota","Kota, Rajasthan",230925,7.8,900000,8200000,7528
221,"Indian Institute of Information Technology Sri City - [IIIT], Sri City","Sri City, Andhra Pradesh",321000,7.6,541800,2100000,47114
222,"Indian Institute of Information Technology - [IIIT], Una","Una, Himachal Pradesh",245000,7.7,1500000,6000000,2714
223,"National Institute of Technology - [NITAP], Tadepalligudem","Tadepalligudem, Andhra Pradesh",152500,7.4,813000,4400000,14940
224,"Amity University, Raipur","Raipur, Chhattisgarh",86000,7.7,541800,3800000,100000
225,"Indian Institute of Information Technology - [IIIT], Ranchi","Ranchi, Jharkhand",214000,8.1,1200000,4600000,37131
226,"IILM University, Gurgaon","Gurgaon, Haryana",340000,7.4,860000,2000000,186225
227,"RC Patel Institute of Technology - [RCPIT], Shirpur","Shirpur, Maharashtra",115000,7.8,360000,1914000,37757
228,"St.  Francis Institute of Technology - [SFIT], Mumbai","Mumbai, Maharashtra",132500,7.4,500000,1300000,41176
229,"North-Eastern Hill University - [NEHU], Shillong","Shillong, Meghalaya",49600,7.5,541800,5700000,557631
230,"Assam Don Bosco University - [ADBU], Guwahati","Guwahati, Assam",131000,7.7,200000,450000,127002
231,"DAV University, Jalandhar","Jalandhar, Punjab",136000,7.453557199772339,350000,1000000,1511
232,"ICFAI University, West Tripura","West Tripura, Tripura",130000,7.453557199772339,541800,4700000,150000
233,"The Neotia University - [TNU], Kolkata","Kolkata, West Bengal",146000,8.1,248000,1000000,240763
234,"Starex University, Gurgaon","Gurgaon, Haryana",80000,8.8,541800,3400000,35299
235,"Assam Engineering College - [AEC], Guwahati","Guwahati, Assam",11000,7.8,600000,5600000,35000
236,"Atharva College of Engineering, Mumbai","Mumbai, Maharashtra",134126,8.1,541800,5600000,33723
237,"Bhagalpur College of Engineering - [BCE], Bhagalpur","Bhagalpur, Bihar",112500,7.6,350000,2300000,314964
238,"Don Bosco Institute of Technology - [DBIT], Mumbai","Mumbai, Maharashtra",135853,8.1,541800,4400000,35765
239,"Government College of Engineering - [GECA], Aurangabad","Aurangabad, Maharashtra",65839,7.8,541800,3700000,35000
240,"GNIOT Group of Institutions - [GNIOT], Greater Noida","Greater Noida, Uttar Pradesh",149400,7.7,575000,7000000,48918
241,"Jeppiaar Engineering College, Chennai","Chennai, Tamil Nadu",60000,7.3,541800,4500000,84532
242,"Kalyani Government Engineering College - [KGEC], Nadia","Nadia, West Bengal",16155,7.9,700000,700000,116459
243,"Karpagam College of Engineering - [KCE], Coimbatore","Coimbatore, Tamil Nadu",75500,7.453557199772339,541800,1400000,120000
244,"KIET Group of Institutions - [KIET], Ghaziabad","Ghaziabad, Uttar Pradesh",138499,7.9,603000,4840000,105348
245,"L.D. College of Engineering - [LDCE], Ahmedabad","Ahmedabad, Gujarat",800,8.3,450000,1000000,900281
246,"PES College of Engineering - [PESCOE], Aurangabad","Aurangabad, Maharashtra",87054,7.2,541800,3900000,35000
247,"Raghu Engineering College - [REC], Visakhapatnam","Visakhapatnam, Andhra Pradesh",69700,8.1,360000,1000000,186225
248,"Silicon Institute of Technology - [SIT], Bhubaneswar","Bhubaneswar, Orissa",172500,7.8,560000,2000000,246524
249,"Symbiosis Institute of Technology - [SIT], Pune","Pune, Maharashtra",280000,8.3,541800,3100000,150000
250,"Terna Engineering College Navi Mumbai, Mumbai","Mumbai, Maharashtra",130000,7.5,480000,2000000,178690
251,"Vivekanand Education Society Institute of Technology - [VESIT], Mumbai","Mumbai, Maharashtra",125306,8.1,541800,2200000,35765
252,"Sreenidhi Institute of Science and Technology - [SNIST], Hyderabad","Hyderabad, Telangana",130000,7.7,550000,3800000,13182
253,"Paavai Engineering College (Autonomous), Namakkal","Namakkal, Tamil Nadu",50000,7.8,541800,800000,84532
254,"RK University - [RKU], Rajkot","Rajkot, Gujarat",76500,8.3,300000,750000,120000
