Unnamed: 0,college_name,location,course_fees,review,Average Package,Highest Package,Cutoff rank in CSE
1039,"Indian Institution of Industrial Engineering, Navi Mumbai","Navi Mumbai, Maharashtra",0,6.5,541800,2417680,196289
1040,"John Cox Memorial CSI Institute of Technology Kannammoola, Thiruvananthapuram","Thiruvananthapuram, Kerala",65000,5.9,240000,2417680,78604
1041,"Jyothishmathi Institute of Technology and Science - [JITS], Karimnagar","Karimnagar, Telangana",65000,7.3,541800,2417680,155330
1042,"Kamala Institute of Technology & Science- [KITS], Karimnagar","Karimnagar, Telangana",80000,7.5,350000,2417680,38651
1043,"Kshatriya College of Engineering - [KCEA], Nizamabad","Nizamabad, Telangana",55000,7.3,541800,2417680,14141
1044,"Laxmi Institute of Technology - [LIT], Valsad","Valsad, Gujarat",72000,7.2,541800,2417680,144986
1045,"Lourdes Matha College of Science and Technology, Thiruvananthapuram","Thiruvananthapuram, Kerala",100400,7.1,300000,412000,42583
1046,"Loyola-ICAM College of Engineering and Technology - [LICET], Chennai","Chennai, Tamil Nadu",200000,8.3,541800,2417680,155598
1047,"Christian College of Engineering and Technology - [CCET], Bhilai","Bhilai, Chhattisgarh",76900,6.8,640000,1380000,41913
1048,"MVR College of Engineering and Technology - [MVRCET], Krishna","Krishna, Andhra Pradesh",64800,7.7,541800,2417680,146414
1049,"Malabar College of Engineering and Technology - [MCET], Thrissur","Thrissur, Kerala",50000,6.4,400000,2417680,59445
1050,"Malineni Lakshmaiah Womens Engineering College, Guntur","Guntur, Andhra Pradesh",35000,8.4,541800,2417680,149323
1051,"Malla Reddy Institute of Engineering and Technology- [MRIET], Secunderabad","Secunderabad, Telangana",60000,7.4,450000,1200000,13427
1052,"Malla Reddy Institute of Technology and Science - [MRITS], Hyderabad","Hyderabad, Telangana",48000,7.1,541800,2417680,124840
1053,"Misrimal Navajee Munoth Jain Engineering College - [MNMJEC], Chennai","Chennai, Tamil Nadu",55000,7.4,400000,1200000,39405
1054,"NBKR Institute of Science and Technology Vidyanagar - [NBKRIST], Nellore","Nellore, Andhra Pradesh",93200,7.8,541800,2417680,6330
1055,"Oriental Institute of Science and Technology - [OIST], Bhopal","Bhopal, Madhya Pradesh",96000,7.3,600000,2417680,52459
1056,"Poornima Institute of Engineering  and Technology - [PIET], Jaipur","Jaipur, Rajasthan",89250,7.8,541800,2417680,109847
1057,"Quest Group of Institutions, Mohali","Mohali, Punjab",318000,7.7,400000,2417680,105624
1058,"RMD Sinhgad School of Engineering -[RMDSSOE], Pune","Pune, Maharashtra",96000,7.2,541800,2417680,65719
1059,"RTC Institute of Technology - [RTCIT], Ranchi","Ranchi, Jharkhand",74000,7.5,650000,2417680,40996
1060,"Raj Kumar Goel Engineering College - [RKGEC], Ghaziabad","Ghaziabad, Uttar Pradesh",110000,5.5,541800,2417680,30941
1061,"Rajarshi Shahu College of Engineering - [RSCOE] Tathawade, Pune","Pune, Maharashtra",113000,7.8,450000,1800000,196799
1062,"Rajeev Institute of Technology - [RIT], Hassan","Hassan, Karnataka",235000,7.6,541800,2417680,62431
1063,"Roever Engineering College-[REC], Perambalur","Perambalur, Tamil Nadu",60000,7.453557199772339,541800,2417680,179693
1064,"Rohini College of Engineering and Technology - [RCET], Kanyakumari","Kanyakumari, Tamil Nadu",50000,8.4,500000,720000,173346
1065,"Royal College of Engineering and Technology - [RCET], Thrissur","Thrissur, Kerala",50000,6.9,541800,2417680,33525
1066,"SR Group of Institutions - [SRGI], Jhansi","Jhansi, Uttar Pradesh",73100,7.453557199772339,450000,2417680,188159
1067,"Sai Spurthi Institute of Technology - [SSIT], Khammam","Khammam, Telangana",62000,7.8,541800,2417680,116405
1068,"Sana Engineering College - [SEC], Suryapet","Suryapet, Telangana",0,6.8,400000,2417680,60015
1069,"Sanketika Vidya Parishad Engineering College, Visakhapatnam","Visakhapatnam, Andhra Pradesh",41000,6.9,541800,550000,106816
1070,"Sarabhai Institute of Science & Technology - [SIST] Vellanad, Thiruvananthapuram","Thiruvananthapuram, Kerala",50000,7.453557199772339,500000,2417680,128395
1071,"Sengunthar College of Engineering - [SCE], Namakkal","Namakkal, Tamil Nadu",50000,8.4,541800,2417680,16186
1072,"Sityog Institute of Technology, Aurangabad","Aurangabad, Bihar",111000,7.6,350000,570000,92802
1073,"Sree Rama Engineering College - [SREC], Tirupati","Tirupati, Andhra Pradesh",44700,8.3,400000,850000,155192
1074,"Sri Revana Siddeshwara Institute of Technology - [SRSIT], Bangalore","Bangalore, Karnataka",58750,4.8,260000,2417680,165944
1075,"Shri Sant Gajanan Maharaj College of Engineering - [SSGMCE], Shegaon","Shegaon, Maharashtra",60000,7.9,541800,1200000,11605
1076,"Sri Sivani College of Engineering - [SSCE], Srikakulam","Srikakulam, Andhra Pradesh",35000,7.3,541800,2417680,54413
1077,"Takshshila Institute of Engineering and Technology - [TIET], Jabalpur","Jabalpur, Madhya Pradesh",58000,7.1,180000,480000,84258
1078,"Talla Padmavathi College of Engineering - [TPCE], Warangal","Warangal, Telangana",61000,7.1,541800,2417680,163787
1079,"Technology Education and Research Integrated Institute - [TERII], Kurukshetra","Kurukshetra, Haryana",79500,7.453557199772339,541800,737000,112520
1080,"Travancore Engineering College - [TEC] Oyoor, Kollam","Kollam, Kerala",50000,8.6,541800,2417680,53087
1081,"Ambalika Institute of Management and Technology - [AIMT], Lucknow","Lucknow, Uttar Pradesh",105709,7.8,350000,2100000,124227
1082,"Vins Christian College of Engineering - [VCCE], Nagercoil","Nagercoil, Tamil Nadu",50000,6.1,541800,2417680,19513
1083,"Pailan College of Management and Technology - [PCMT], Kolkata","Kolkata, West Bengal",97500,6.9,541800,2417680,60704
1084,"Pandian Saraswathi Yadav Engineering College, Sivaganga","Sivaganga, Tamil Nadu",60000,7.1,541800,2417680,67695
1085,"PDEA College of Engineering Manjari, Pune","Pune, Maharashtra",90000,6.8,540000,1500000,96077
1086,"Bhagwati Institute of Technology and Science, Ghaziabad","Ghaziabad, Uttar Pradesh",95865,8.5,541800,1900000,78270
1087,"Techno College of Engineering Agartala - [TCEA], Agartala","Agartala, Tripura",98000,7.5,450000,2417680,186665
1088,"Mangayarkarasi College of Engineering - [MCE], Madurai","Madurai, Tamil Nadu",30000,7.9,541800,2417680,15220
1089,"Loyola Institute of Technology and Science - [LITES], Kanyakumari","Kanyakumari, Tamil Nadu",130000,6.4,520000,360000,124733
1090,"AAR Mahaveer Engineering College, Hyderabad","Hyderabad, Telangana",48000,7.9,541800,2417680,1212
1091,"Noble Group of Institution - [NGI], Junagadh","Junagadh, Gujarat",55000,7.8,450000,2417680,183245
1092,"Sai Tirumala NVR Engineering College - [STNVR], Guntur","Guntur, Andhra Pradesh",38900,7.7,541800,2417680,130223
1093,"Krishna Group of Institutions, Kanpur","Kanpur, Uttar Pradesh",65000,7.7,350000,2417680,44163
1094,"Shri Ram Group of Colleges - [SRGC], Muzaffarnagar","Muzaffarnagar, Uttar Pradesh",104900,7.7,541800,2417680,118416
1095,"Anil Neerukonda Institute of Technology & Sciences - [ANITS], Visakhapatnam","Visakhapatnam, Andhra Pradesh",76300,7.8,325000,550000,63583
1096,"Annai Mathammal Sheela Engineering College, Namakkal","Namakkal, Tamil Nadu",45000,4.7,541800,2417680,177766
1097,"Aravali Institute of Technical Studies - [AITS], Udaipur","Udaipur, Rajasthan",70000,6.1,500000,2417680,179857
1098,"Arulmigu Meenakshi Amman College of Engineering - [AMACE], Kanchipuram","Kanchipuram, Tamil Nadu",160000,7.453557199772339,541800,2417680,26348
1099,"Asan Memorial College of Engineering and Technology - [AMCET], Kanchipuram","Kanchipuram, Tamil Nadu",200000,5.8,450000,2417680,106653
1100,"BP Poddar Institute of Management and Technology, Kolkata","Kolkata, West Bengal",115200,7.4,541800,2417680,762
1101,"Basavakalyan Engineering College - [BKET], Basavakalyan","Basavakalyan, Karnataka",58806,5.8,340000,2417680,196055
1102,"Bhabha Institute of Technology - [BIT], Kanpur","Kanpur, Uttar Pradesh",862000,5.4,541800,2417680,138372
1103,"Camellia Institute of Technology and Management - [CITM], Hooghly","Hooghly, West Bengal",101000,8.1,360000,2417680,164368
1104,"Camellia School of Engineering and Technology - [CSET], Kolkata","Kolkata, West Bengal",63000,6.7,541800,2417680,109340
1105,"Darshan University - [DU], Rajkot","Rajkot, Gujarat",160000,7.6,400000,2000000,72379
1106,"Eshan Group of Institution, Agra","Agra, Uttar Pradesh",72000,8.9,450000,1400000,64607
1107,"Excel College of Engineering and Technology, Namakkal","Namakkal, Tamil Nadu",55000,7.453557199772339,541800,2417680,77388
1108,"Finolex Academy of Management and Technology - [FAMT], Ratnagiri","Ratnagiri, Maharashtra",92000,8.4,350000,1000000,103467
1109,"Gnanamani College of Engineering - [GCE], Namakkal","Namakkal, Tamil Nadu",50000,7.453557199772339,541800,2417680,21201
1110,"Government College of Engineering - [GCE], Dharmapuri","Dharmapuri, Tamil Nadu",7555,7.453557199772339,203000,2417680,148086
1111,"HMS Institute of Technology - [HMSIT], Tumkur","Tumkur, Karnataka",80000,6.5,541800,2417680,91322
1112,"Heera College of Engineering and Technology - [HCET] Nedumangad, Thiruvananthapuram","Thiruvananthapuram, Kerala",45000,7.2,400000,2417680,174645
1113,"Hirasugar Institute of Technology - [HIT], Belgaum","Belgaum, Karnataka",261360,7.5,541800,2417680,64420
1114,"IES College of Technology - [ICOT], Bhopal","Bhopal, Madhya Pradesh",55000,7.9,350000,1200000,140052
1115,"Jayam College of Engineering and Technology - [JCET], Dharmapuri","Dharmapuri, Tamil Nadu",200000,6.6,541800,2417680,63237
1116,"Jayaraj Annapackiam CSI College of Engineering - [JACSICE], Thoothukudi","Thoothukudi, Tamil Nadu",50000,7.5,400000,2417680,172695
1117,"Joginpally BR Engineering College -[JBREC]  Yenkapally, Hyderabad","Hyderabad, Telangana",87000,7.6,541800,2417680,9054
1118,"KS Rangasamy College of Technology, Namakkal","Namakkal, Tamil Nadu",50000,7.7,541800,2417680,179318
1119,"Kingston Engineering College, Katpadi","Katpadi, Tamil Nadu",55000,7.2,350000,2417680,119293
1120,"Konark Institute of Science and Technology - [KIST], Bhubaneswar","Bhubaneswar, Orissa",272000,7.4,541800,2417680,143569
1121,"Krishnasamy College of Engineering and Technology - [KCET], Cuddalore","Cuddalore, Tamil Nadu",50000,7.4,541800,2417680,66991
1122,"Laxminarayan Institute of Technology - [LIT], Nagpur","Nagpur, Maharashtra",115000,7.6,350000,800000,193122
1123,"Maharishi Arvind Institute of Engineering & Technology - [MAIET], Jaipur","Jaipur, Rajasthan",70000,6.7,541800,2417680,113094
1124,"MVPS's  Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering, Nashik","Nashik, Maharashtra",107285,8.1,541800,2417680,27325
1125,"Sharad Institute of Technology College of Engineering, Kolhapur","Kolhapur, Maharashtra",83000,8.3,400000,2417680,129438
1126,"Shri S'ad Vidya Mandal Institute of  Technology - [SVMIT], Surat","Surat, Gujarat",70000,7.1,541800,360000,178194
1127,"Sreepathy Institute of Management and Technology - [SIMAT] Vavannor, Palakkad","Palakkad, Kerala",75000,7.8,250000,2417680,187542
1128,"Sri Lakshmi Ammal Engineering College - [SLAEC], Chennai","Chennai, Tamil Nadu",50000,4.3,541800,2417680,120170
1129,"Sri Rammurty Smarak College of Engineering & Technology, Bareilly","Bareilly, Uttar Pradesh",139282,8.6,541800,2417680,186053
1130,"Sridevi Women's Engineering College - [SWEC], Hyderabad","Hyderabad, Telangana",110000,7.7,541800,1200000,142535
1131,"St. John College of Engineering and Management - [SJCEM], Palghar","Palghar, Maharashtra",94000,7.7,541800,2417680,121295
1132,"St. Thomas College of Engineering and Technology - [STCET], Kolkata","Kolkata, West Bengal",112200,7.1,541800,2600000,45163
1133,"Sudharsan Engineering College - [SEC], Pudukkottai","Pudukkottai, Tamil Nadu",55000,7.3,541800,2417680,22128
1134,"The Kavery  College of Engineering - [KCE], Salem","Salem, Tamil Nadu",60000,6.4,541800,3400000,32144
1135,"Thirumalai Engineering College - [TEC], Kanchipuram","Kanchipuram, Tamil Nadu",60000,8.9,541800,2417680,167422
1136,"Tontadarya College of Engineering, Gadag","Gadag, Karnataka",143748,8.1,541800,2417680,165128
1137,"Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET], Raigarh","Raigarh, Maharashtra",66000,4.4,541800,1200000,35110
1138,"Watumull Institute of Electronic Engineering and Computer Technology - [WIEECT], Mumbai","Mumbai, Maharashtra",141916,7.453557199772339,541800,2417680,31895
1139,"MIT School of Food Technology - [MITSoFT], Pune","Pune, Maharashtra",175700,7.453557199772339,300000,600000,118292
1140,"Prabhat Engineering College - [PEC], Kanpur","Kanpur, Uttar Pradesh",55000,8.1,541800,2417680,178231
1141,"Venkateshwara Group of Institutions, Meerut","Meerut, Uttar Pradesh",75000,9.3,541800,2417680,72389
1142,"Vidya College of Engineering - [VCE], Meerut","Meerut, Uttar Pradesh",108000,7.7,541800,2417680,58952
1143,"A. D. Patel Institute of Technology - [ADIT], Vallabh Vidyanagar","Vallabh Vidyanagar, Gujarat",106000,7.8,358000,750000,6205
1144,"Jawaharlal Nehru College of Technology - [JNCT], Rewa","Rewa, Madhya Pradesh",48000,6.8,541800,2417680,173444
1145,"ICFAI University, Baddi","Baddi, Himachal Pradesh",95000,7.8,541800,2417680,97663
1146,"IEC Group of Institutions, Greater Noida","Greater Noida, Uttar Pradesh",117126,7.5,450000,1000000,182794
1147,"Government Engineering College - [GEC], Banaskantha","Banaskantha, Gujarat",1500,7.3,541800,2417680,40347
1148,"Government Engineering College - [GEC], Bharuch","Bharuch, Gujarat",1500,7.2,541800,2417680,64081
1149,"Indur Institute of Engineering and Technology - [INDURIET], Siddipet","Siddipet, Telangana",50000,7.8,450000,2417680,17806
1150,"Albertian Institute of Science and Technology - [AISAT], Kochi","Kochi, Kerala",104900,7.5,541800,2417680,84868
1151,"Alva's Institute of Engineering and Technology, Mangalore","Mangalore, Karnataka",100000,8.3,520000,2417680,141712
1152,"Balaji Engineering College, Junagadh","Junagadh, Gujarat",55000,8.5,541800,2417680,151496
1153,"Bansal Institute of Science and Technology - [BIST], Bhopal","Bhopal, Madhya Pradesh",55000,7.4,325000,1650000,29025
1154,"Bhubaneswar College of Engineering - [BCE], Khorda","Khorda, Orissa",180000,8.9,460000,2417680,157640
1155,"SGT University, Gurgaon","Gurgaon, Haryana",152500,7.5,541800,1000000,5462
1156,"ACE College of Engineering, Thiruvananthapuram","Thiruvananthapuram, Kerala",75000,7.6,480000,700000,100665
1157,"Christ College of Engineering - [CCEIJK] Irinjalakuda, Thrissur","Thrissur, Kerala",96000,8.3,541800,2417680,176964
1158,"College of Engineering and Management - [CEM] Punnapara, Alappuzha","Alappuzha, Kerala",35000,7.5,400000,3500000,148471
1159,"Kunjali Marakkar School of Marine Engineering - [KMSME], Kochi","Kochi, Kerala",186040,7.7,541800,2417680,142981
1160,"Cochin University College of Engineering Kuttanad - [CUCEK], Alappuzha","Alappuzha, Kerala",88890,6.9,380000,1159900,10161
1161,"Government College Of Engineering Sengipatti, Thanjavur","Thanjavur, Tamil Nadu",9430,7.453557199772339,580000,2570000,168743
1162,"Thamirabharani Engineering College,, Tirunelveli","Tirunelveli, Tamil Nadu",40000,6.5,541800,2417680,187040
1163,"SSM College of Engineering and Technology - [SSM], Baramulla","Baramulla, Jammu and Kashmir",49000,6.8,580000,3800000,63990
1164,"Moodalakatte Institute of Technology - [MITK], Udupi","Udupi, Karnataka",70000,8.3,541800,2417680,120862
1165,"Christ University, Faculty of Engineering, Bangalore","Bangalore, Karnataka",170000,8.1,620000,3270000,147696
1166,"Marine Engineering And Research Institute - [MERI], Mumbai","Mumbai, Maharashtra",225000,8.7,541800,2417680,125125
1167,"KIIT School of Biotechnology - [KSBT], Bhubaneswar","Bhubaneswar, Orissa",350000,8.8,350000,1500000,32414
1168,"Rayat Institute of Engineering and Information Technology - [RIEIT], Ropar","Ropar, Punjab",80750,6.4,320000,1000000,52398
1169,"Adesh Institute of Technology - [AIT], Mohali","Mohali, Punjab",80750,6.9,541800,2417680,165732
1170,"Geeta University, Panipat","Panipat, Haryana",170000,9.1,541800,4000000,84647
1171,"Jahangirabad Institute of Technology, Barabanki","Barabanki, Uttar Pradesh",50000,7.4,541800,2417680,101871
1172,"Laxmi Devi Institute of Engineering and Technology - [LIET], Alwar","Alwar, Rajasthan",77000,7.4,350000,850000,44379
1173,"SVERI, College of Engineering, Pandharpur","Pandharpur, Maharashtra",92000,7.5,541800,2417680,42295
1174,"Renganayagi Varatharaj College of Engineering - [RVCE], Virudhunagar","Virudhunagar, Tamil Nadu",60000,6.9,450000,5300000,154373
1175,"The Kavery Engineering College - [TKEC], Salem","Salem, Tamil Nadu",60000,7.2,400000,2417680,156017
1176,"Government College of Engineering - [GCE], Bodinayakanur","Bodinayakanur, Tamil Nadu",9220,6.7,541800,6200000,151260
1177,"Mysore College of Engineering & Management - [MYCEM], Mysore","Mysore, Karnataka",65340,6.2,450000,3400000,33382
1178,"Hemnalini Memorial College of Engineering - [HMCE] Kalyani, Haringhat","Haringhat, West Bengal",332000,7.8,380000,2417680,197408
1179,"Institute of Technology Gopeshwar - [ITG], Chamoli","Chamoli, Uttarakhand",70800,7.6,541800,5200000,196282
1180,"St. Mary's Technical Campus, Kolkata","Kolkata, West Bengal",60000,6.6,480000,2417680,114889
1181,"Nowgong Engineering College, Chhatarpur","Chhatarpur, Madhya Pradesh",25080,7.3,541800,6400000,173087
1182,"Akal University - [AU], Bathinda","Bathinda, Punjab",92000,7.6,500000,2417680,37736
1183,"Ideal Institute of Technology, Wada","Wada, Maharashtra",101000,7.5,541800,2417680,94466
1184,"Sagar Institute of Research & Technology  Excellence -[SIRTE], Bhopal","Bhopal, Madhya Pradesh",60000,8.5,600000,2417680,183683
1185,"Brindavan Group of Institutions, Bangalore","Bangalore, Karnataka",160000,7.5,460000,2417680,22307
1186,"Bajaj Institute of Technology - [BIT], Wardha","Wardha, Maharashtra",96000,7.9,541800,2417680,75130
1187,"Neil Gogte Institute of Technology - [NGIT], Hyderabad","Hyderabad, Telangana",90000,7.6,780000,4400000,43376
1188,"Sri Sai Group Of Institutes - [SSGI], Pathankot","Pathankot, Punjab",76770,9.2,541800,2417680,21962
1189,"Kakatiya University College of Engineering and Technology -[KUCE&T], Warangal","Warangal, Telangana",35000,6.5,520000,2417680,132013
1190,"Sunder Deep Group of Institutions - [SDGI], Ghaziabad","Ghaziabad, Uttar Pradesh",60000,8.5,541800,2417680,6868
1191,"Maya Group of Colleges, Dehradun","Dehradun, Uttarakhand",95800,7.5,400000,2417680,178765
1192,"Achutha Institute of Technology - [AIT], Bangalore","Bangalore, Karnataka",0,6.8,500000,2417680,54139
1193,"Angel College of Engineering and Technology - [ACET], Tiruppur","Tiruppur, Tamil Nadu",50000,6.4,541800,2417680,32840
1194,"Annai College of Engineering and Technology - [ACET], Kumbakonam","Kumbakonam, Tamil Nadu",280000,8.2,520000,2417680,63742
1195,"Babu Banarasi Das Institute of Technology - [BBDIT], Ghaziabad","Ghaziabad, Uttar Pradesh",80000,7.5,675000,1360000,337
1196,"Ballarpur Institute of Technology - [BIT], Chandrapur","Chandrapur, Maharashtra",85000,7.453557199772339,250000,650000,119913
1197,"Bansal Institute of Engineering and Technology - [BIET], Lucknow","Lucknow, Uttar Pradesh",94904,7.4,300000,800000,77708
1198,"Bapurao Deshmukh College of Engineering - [BDCE], Wardha","Wardha, Maharashtra",107000,6.6,720000,2300000,27132
1199,"Bethlahem Institute of Engineering, Kanyakumari","Kanyakumari, Tamil Nadu",55000,6.2,541800,2417680,482
1200,"Bhadrak Institute of Engineering and Technology - [BIET], Bhadrak","Bhadrak, Orissa",94000,7.1,520000,2417680,120311
1201,"Bharathidasan Engineering College - [BEC], Vellore","Vellore, Tamil Nadu",55000,8.5,480000,2417680,41487
1202,"CBS Group of Institutions, Jhajjar","Jhajjar, Haryana",69800,7.1,541800,2417680,66038
1203,"CK College of Engineering and Technology - [CKCET], Cuddalore","Cuddalore, Tamil Nadu",50000,7.8,400000,2417680,48460
1204,"CGC College of Engineering - [CGC COE] Landran, Mohali","Mohali, Punjab",96500,8.1,541800,2417680,71283
1205,"College of Engineering and Rural Technology - [CERT], Meerut","Meerut, Uttar Pradesh",85565,7.6,520000,2417680,73978
1206,"Compucom Institute of Information Technology and Management - [CIITM], Jaipur","Jaipur, Rajasthan",77400,5.7,360000,1470000,162402
1207,"Delhi Engineering College, Faridabad","Faridabad, Haryana",75000,8.5,541800,2417680,95534
1208,"Devprayag Institute of Technical Studies - [DITS], Allahabad","Allahabad, Uttar Pradesh",80500,7.1,480000,2417680,90614
1209,"Dr. Ambedkar Institute of Technology for Handicapped - [AITH], Kanpur","Kanpur, Uttar Pradesh",71465,8.1,541800,2417680,87262
1210,"Future Institute of Engineering and Management - [FIEM], Kolkata","Kolkata, West Bengal",80000,7.8,400000,1340000,61529
1211,"Galaxy Global Group of Institutions - [GGGI], Ambala","Ambala, Haryana",72130,7.5,541800,2417680,38897
1212,"Government Engineering College - [GECSKP] Sreekrishnapuram , Palakkad","Palakkad, Kerala",8225,8.3,450000,2417680,181489
1213,"Greater Kolkata College of Engineering & Management - [GKCEM], Baruipur","Baruipur, West Bengal",85000,8.4,480000,3500000,45034
1214,"Himachal Institute of Engineering and Technology - [HIET], Kangra","Kangra, Himachal Pradesh",73000,7.7,500000,2417680,86452
1215,"IIMT Engineering College, Meerut","Meerut, Uttar Pradesh",126500,6.8,541800,2600000,106815
1216,"Imayam College of Engineering - [ICE], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",160000,7.2,350000,2417680,58090
1217,"Indo Global College of Engineering, Mohali","Mohali, Punjab",90000,7.6,400000,2417680,68855
1218,"Jayamatha Engineering College - [JEC], Kanyakumari","Kanyakumari, Tamil Nadu",55000,6.5,541800,2417680,153192
1219,"KJ Somaiya Institute of Engineering and Information Technology - [KJSIEIT], Mumbai","Mumbai, Maharashtra",171715,7.453557199772339,700000,1300000,183619
1220,"King College of Technology - [KCT], Namakkal","Namakkal, Tamil Nadu",50000,7.5,541800,2417680,87049
1221,"LDC Institute of Technical Studies, Allahabad","Allahabad, Uttar Pradesh",71500,6.5,450000,2417680,191859
1222,"Lords Institute of Engineering and Technology -[LIET], Hyderabad","Hyderabad, Telangana",93000,7.7,350000,800000,198661
1223,"Magna College of Engineering, Chennai","Chennai, Tamil Nadu",0,7.453557199772339,541800,2417680,155070
1224,"Marathwada Mitramandal's Institute of Technology - [MMIT] Lohgaon, Pune","Pune, Maharashtra",95000,7.7,360000,900000,154500
1225,"Mohamed Sathak AJ College of Engineering - [MSAJCE], Chennai","Chennai, Tamil Nadu",200000,7.5,541800,2417680,129976
1226,"Mother Teresa Institute of Science and Technology, Khammam","Khammam, Telangana",60000,7.5,350000,2417680,3527
1227,"Murshidabad College of Engineering and Technology, Murshidabad","Murshidabad, West Bengal",78000,7.2,400000,2417680,138155
1228,"NPR College of Engineering and Technology, Dindigul","Dindigul, Tamil Nadu",55000,8.1,541800,2417680,189809
1229,"Nagarjuna College of Engineering and Technology - [NCET], Bangalore","Bangalore, Karnataka",226000,7.6,460000,1800000,68296
1230,"Navodaya Institute of Technology - [NIT], Raichur","Raichur, Karnataka",58806,7.1,541800,2417680,113339
1231,"Priyadarshini College of Computer Sciences - [PCCS], Noida","Noida, Uttar Pradesh",300000,6.5,500000,2417680,75387
1232,"Rungta College of Engineering and Technology - [RCET], Bhilai","Bhilai, Chhattisgarh",30000,7.5,300000,520000,178218
1233,"Sarvottam Institute of Technology and Management - [SITM], Noida","Noida, Uttar Pradesh",55000,7.453557199772339,310000,500000,176266
1234,"Sasurie Academy of Engineering, Coimbatore","Coimbatore, Tamil Nadu",50000,6.7,541800,2417680,63218
1235,"Satyasai Engineering College - [SEC], Balasore","Balasore, Orissa",45000,7.7,450000,2417680,13606
1236,"SECAB Institute of Engineering and Technology - [SIET], Bijapur","Bijapur, Karnataka",504000,5.9,541800,2417680,1233
1237,"Shankersinh Vaghela Bapu Institute of Technology - [SVBIT], Gandhinagar","Gandhinagar, Gujarat",87000,7.1,520000,600000,64593
1238,"Shree Ramchandra College of Engineering - [SRCOE], Pune","Pune, Maharashtra",72100,6.1,541800,750000,4965
1239,"Shri Andal Alagar College of Engineering - [SAACE], Chengalpattu","Chengalpattu, Tamil Nadu",50000,7.1,500000,2417680,2670
1240,"Shri Balwant Institute of Technology - [SBIT], Sonepat","Sonepat, Haryana",89700,6.7,360000,1200000,142352
1241,"Shri Ram Murti Smarak College of Engineering and Technology - [SRMSCET], Bareilly","Bareilly, Uttar Pradesh",113460,7.1,541800,2417680,32450
1242,"Sir C R Reddy College of Engineering, Eluru","Eluru, Andhra Pradesh",56700,8.1,400000,2417680,59635
1243,"Sir Chhotu Ram Institute of Engineering and Technology - [SCRIET], Meerut","Meerut, Uttar Pradesh",85000,7.1,541800,2417680,119136
1244,"Smt Radhikatai Pandav College of Engineering -[SRPCE], Nagpur","Nagpur, Maharashtra",78000,7.4,280000,2417680,134638
1245,"Priyadarshini Bhagwati College of Engineering - [PBCOE], Nagpur","Nagpur, Maharashtra",99000,7.1,250000,300000,194166
1246,"Sobhasaria Group Of Institutions - [SGI], Sikar","Sikar, Rajasthan",85000,7.8,349000,900000,162422
1247,"Sophitorium Engineering College - [SEC], Khorda","Khorda, Orissa",50000,7.4,541800,2417680,196629
1248,"Sri Aurobindo Institute of Technology - [SAIT], Indore","Indore, Madhya Pradesh",30000,7.4,280000,1250000,190543
1249,"Sri Taralabalu Jagadguru Institute of Technology - [STJIT], Haveri","Haveri, Karnataka",90000,7.453557199772339,541800,2417680,49478
1250,"Srinivas Institute of Technology - [SIT] Volachil, Mangalore","Mangalore, Karnataka",128000,7.5,300000,2417680,36588
1251,"Swarnandhra Institute of Engineering and Technology - [SIET], Seetharamapuram","Seetharamapuram, Andhra Pradesh",35000,7.3,541800,2417680,166721
1252,"Vivekananda Institute of Technology, Bangalore","Bangalore, Karnataka",150000,7.3,450000,2417680,8314
1253,"KMM Institute of Technology and Science - [KMMITS], Tirupati","Tirupati, Andhra Pradesh",35000,7.1,541800,2417680,171116
1254,"Government Engineering College, Bharatpur","Bharatpur, Rajasthan",65050,6.9,380000,2417680,16431
1255,"Institute of Technology and Management - [ITM], Meerut","Meerut, Uttar Pradesh",40000,6.7,541800,2417680,103705
1256,"Sankalchand Patel College of Engineering - [SPCE], Visnagar","Visnagar, Gujarat",60000,7.6,275000,1350000,95674
1257,"Uttaranchal Institute of Technology - [UIT], Dehradun","Dehradun, Uttarakhand",178100,7.5,541800,2417680,109704
1258,"VSM College of Engineering, East Godavari","East Godavari, Andhra Pradesh",51000,7.3,380000,2417680,29475
1259,"JNTUA College of Engineering - [JNTUCEP], Kadapa","Kadapa, Andhra Pradesh",17840,7.4,541800,2417680,182627
1260,"JaganNath Gupta Institute of Engineering & Technology - [JNIT], Jaipur","Jaipur, Rajasthan",92460,7.8,400000,2417680,15247
1261,"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT], Sangli","Sangli, Maharashtra",87719,7.1,541800,2417680,109290
1262,"Pavendar Bharathidasan College of Engineering and Technology - [PABCET], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",60000,7.9,541800,2417680,86589
1263,"DRIEMS Group of Institutions, Cuttack","Cuttack, Orissa",102000,8.1,360000,600000,109862
1264,"Islamiah Institute of Technology - [IIT], Bangalore","Bangalore, Karnataka",62500,6.5,541800,2417680,181802
1265,"Jai Hind College OF Engineering - [JCOE] Kuran, Pune","Pune, Maharashtra",61500,8.2,480000,3500000,8259
1266,"Jan Nayak Ch Devi Lal Memorial College of Engineering, Sirsa","Sirsa, Haryana",46000,7.5,541800,2417680,89221
